period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest,redeemablePreferredStockTotal,cashPayments,cashReceipts,totalUtilityPlantNet
2019-06-30,,,,185,,1326,20960,3319,23340,315,24,,,12701,,-906,1678,803,,4700,12148.0,-70.61798,54789.0,184.698,24394.0,,11236.0,43553.0,54789.0,23340.0,,,185.96,4.33278,,,-12,390.0,778.0,1038.0,,,,,260,,,-541,284,502,1623.0,-691,-1816.0,-4000.0,766,-115,78,3160,,-806.0,1418,0,-150,-1422,ISS.CO,CO,3430,,1054,,,,11527,6028,6028.0,,0.0,3679,3213.0,,,24692,17185,14740,766,,,-275,1365.0,-52,7428,37886.0,24561,32808.0,53,,,,,,,,,,,,,245,3713,,34173,,-191,,,,,,,,
2020-06-30,29,,,1511,,904,,7208,9873,43627,1.0,,3604,278,,-19,942,0.0,,807,10361.0,15.39435,60252.0,301.734,11074.0,,11853.0,48399.0,60252.0,9873.0,,,301.56692,4.13175,,,,1246.0,1246.0,1539.0,,,,,293,,,-9,-24,-92,675.0,-1673,569.0,-1307.0,,0.0,8,579,96,-421.0,,,-1664,0,TRYG.CO,CO,,,,,,,,,,116,1201.0,,,,,,,670,,,24,,1610.0,-71,-485,,152,3874.0,,,,3377,35171.0,,661.0,3522.0,92.0,,,5176.32,843,,,,,,,,,,,,-2819,4811,
2020-03-31,35,,,1511,,907,,7156,11342,41957,,,4468,108,,-68,1700,,,818,9015.0,10.94461,59880.0,301.701,11930.0,,10458.0,49422.0,59880.0,11342.0,,,300.68027,-1.47,,,,-442.0,-442.0,-372.0,,,,,70,,,-3,-32,-166,-1280.0,-287,1971.0,305.0,,1.0,-7,-159,-109,397.0,,,-284,-1013,TRYG.CO,CO,,,,,,,,,,147,588.0,,,,,,,1326,,,32,,-277.0,-95,1016,,184,5900.0,,,,2743,34742.0,,644.0,4024.0,139.0,,,5264.639999999999,1265,,,,,,,,,,,,-5363,7227,
2019-12-31,33,,,1511,,911,,7364,10954,44262,,,3073,125,,-22,1187,,,885,10596.0,15.648,59059.0,301.69999,11665.0,,12085.0,46974.0,59059.0,10954.0,,,303.16156,2.32879,,,,705.0,706.0,940.0,,,,,234,,,-15,-44,-573,-415.0,1882,-1592.0,-768.0,,,1,174,-76,-124.0,,,1897,-514,TRYG.CO,CO,,,,,,,,,,52,711.0,,,,,,,588,,,53,,994.0,-54,-190,,168,4517.0,,,,1967,33053.0,,666.0,3820.0,132.0,,,5163.84,868,,,,,,,,,,,,-5129,4922,
2019-09-30,24,,,1511,,895,,7317,9344,43645,,,3205,335,,-34,1302,,,951,10420.0,15.16145,59169.0,302.082,9836.0,,11897.0,47272.0,59169.0,9344.0,,,301.12503,1.99253,,,,599.0,600.0,779.0,,,,,179,,,-54,-44,-9,-472.0,-954,1810.0,134.0,,0.0,-2,40,2,382.0,,,-900,-514,TRYG.CO,CO,,,,,,,,,,69,492.0,,,,,,,684,,,44,,872.0,-93,63,,206,4689.0,,,,2306,34880.0,,600.0,3776.0,137.0,,,5207.04,992,,,,,,,,,,,,-3294,5023,
2019-06-30,30,,,1511,,917,,7271,7971,42574,,,3096,312,,-24,1030,24.0,,923,10395.0,15.26407,57919.0,302.082,8383.0,,11882.0,46037.0,57919.0,7971.0,,,301.93579,2.58995,,,,782.0,782.0,979.0,,,,,197,,,25,-45,-116,-578.0,68,671.0,-425.0,,-1.0,-2,-112,48,159.0,,,43,-513,TRYG.CO,CO,,,,,,,,,,183,412.0,,,,,,,645,,,45,,1084.0,-105,-63,,178,4309.0,,,,2593,35365.0,,625.0,3524.0,118.0,,,5064.0,610,,,,,,,,,,,,-3769,5026,
2020-03-31,,,,100,,155,4352,2972,3373,279,,,,2454,,813,278,706,,5910,5105.0,-40.27929,19529.0,91.66,10673.0,,3632.0,15897.0,19529.0,5840.0,,,80.0,3.23438,,,,-23.0,-23.0,-30.0,,,,,-7,-1.0,,-118,47,76,-419.0,-124,55.0,-445.0,530,0,-29,838,-431,-517.0,-30,0,-6,-826,PNDORA.CO,CO,2337,,4833,,,,1081,,537.0,,0.0,281,1256.0,,,5310,9624,2337,,,,-234,204.0,,-1.0,4172.0,2592,3026.0,435,,,,,,,,,,,,537,2155,942,,3230,,-2386,,,,,,,,
2019-12-31,,,,100,,235,4416,3029,5158,290,,,,2682,,1167,279,676,,6595,5946.0,-23.63082,21571.0,92.92948,10031.0,,5249.0,16322.0,21571.0,7962.0,,,95.69796,22.21326,,,,1741.0,1741.0,2276.0,,,,,535,,,-212,43,649,-2822.0,-191,3204.0,355.0,560,1,-3,-2223,-600,188.0,2276,13,21,0,PNDORA.CO,CO,3095,,2069,,,,1643,,1054.0,,0.0,260,1471.0,,,6565,7846,3114,,,,-27,2303.0,,-1.0,7956.0,3730,3932.0,203,,,,,,,,,,,,1054,2137,1721,,6235,,-1964,,,,,,,,
2019-09-30,,,,100,,359,4418,3070,4008,314,,,,2746,,1298,250,1032,,6866,4203.0,-35.27008,21968.0,92.17445,12154.0,,4237.0,17731.0,21968.0,6963.0,,,108.18182,5.44315,,,,-119.0,-119.0,-154.0,,,,,-35,,,-186,40,72,-1059.0,-180,1209.0,701.0,718,-56,7,392,-535,-23.0,-154,-56,6,-860,PNDORA.CO,CO,2222,,5191,,,,1256,,866.0,,0.0,372,939.0,,,6268,10159,2195,,,,45,-198.0,-1.0,,4415.0,2945,3666.0,721,,,,,,,,,,,,866,2835,947,,3468,,-1364,,,,,,,,
2019-06-30,,,,100,,420,4351,3209,3407,313,,,,2124,,1090,278,968,,6929,4797.0,-22.04515,21533.0,92.17445,11551.0,,5528.0,16005.0,21533.0,6456.0,,,99.24528,7.72754,,,,526.0,526.0,679.0,,,,,153,,,-170,44,148,-1294.0,-171,1539.0,75.0,527,-2,-4,-735,-557,70.0,679,258,-1,0,PNDORA.CO,CO,1632,,5095,,,,1124,,890.0,,0.0,250,890.0,,,5763,8851,2014,,,,-85,764.0,,,4693.0,2739,2806.0,67,,,,,,,,,,,,890,2609,1123,,3570,,-459,,,,,,,,
2020-03-31,,,,570,,907,963,937,3515,59,12,,,1848,,66,102,1151,,10103,10116.0,31.42142,20423.0,281.71865,5724.0,,10752.0,9671.0,20423.0,3954.0,,,283.4,2.87579,,,0,815.0,815.0,1019.0,,,,,204,,,-138,16,290,-607.0,-138,963.0,-538.0,,,-3,913,-38,215.0,815,686,0,-1482,NZYM-B.CO,CO,1078,,1770,,,,3089,926,949.0,30,0.0,23.0,559.0,,23,7180,4696,3648,,,,-72,1095.0,-4,-23,3786.0,628,1065.0,,,,,,,,,,,,,,2560,1626,,2160,460,,,,,,,,,
2019-12-31,,,,582,,879,965,961,2706,59,12,,,2075,,76,184,1161,,10212,10810.0,33.91666,20437.0,281.33668,4702.0,,11468.0,8969.0,20437.0,3159.0,,,283.40519,3.25329,,,0,922.0,922.0,1059.0,,,,,137,,,-421,17,666,-87.0,-418,572.0,-811.0,,,-7,519,-606,60.0,922,461,3,0,NZYM-B.CO,CO,1117,,1543,,,,3107,711,726.0,29,0.0,62.0,542.0,,15,7050,4735,3649,,,,114,1103.0,-158,-50,3731.0,581,974.0,,,,,,,,,,,,,,2613,1654,,2077,443,,,,,,,,,
2019-09-30,,,,582,,796,971,971,2116,59,12,,,2694,,173,218,963,,10321,10437.0,32.15973,20152.0,287.62677,4200.0,,11192.0,8960.0,20152.0,2627.0,,,285.7,2.23311,,,0,638.0,638.0,771.0,,,,,133,,,-178,18,51,-1098.0,-177,1010.0,-63.0,,0.0,6,-480,-618,-259.0,638,435,1,0,NZYM-B.CO,CO,1040,,1573,,,,2963,651,673.0,32,0.0,,398.0,,22,6835,5307,3361,,,,-79,852.0,-2,-5,3704.0,690,1205.0,,,,,,,,,,,,,,2801,1647,,2057,520,,,,,,,,,
2019-06-30,,,,582,,803,967,1005,2136,59,12,,,2276,,-41,211,955,,10232,10469.0,31.42267,20059.0,287.62677,4650.0,,11010.0,9049.0,20059.0,2670.0,,,288.1,3.11697,,,0,898.0,898.0,1109.0,,,,,211,,,-254,27,32,-1030.0,177,1051.0,133.0,,,-15,-320,-709,183.0,898,20,431,-1,NZYM-B.CO,CO,1097,,1980,,,,2715,910,929.0,32,0.0,,385.0,,19,6809,5353,3100,,,,-74,1189.0,-6,-455,3458.0,608,698.0,,,,,,,,,,,,,,2780,1571,,1887,545,,,,,,,,,
2020-03-31,78.229,,,583.003,,,,5424.399,3110.481,,,,,29.751,,-37.619,,3.625,,946.659,4567.05,-5.38666,9005.271,58.26353,3635.828,,5110.553,3894.718,9005.271,3184.714,,-1.282,40.83952,12.6,,,,514.578,514.578,515.587,,,,,1.009,,,-33.615,9.337,0.0,1363.041,-630.145,432.027,-215.537,83.616,-77.483,2.055,-1386.466,2826.99,1166.978,514.578,49.37,-596.53,,BAVA.CO,CO,150.91,,451.114,,,,213.396,1464.523,2205.15,,0.0,0.0,16.138000000000005,,740.627,2630.588,710.004,229.534,,,,-20.807,557.588,-21.194,-627.647,365.405,126.299,-435.267,,,,,,9.14,,,,,,,,186.764,243.084,,122.321,66.081,-0.599,,,,,,,,
2019-12-31,77.427,,,323.891,,,,5484.255,3086.843,,,,,9.009,,-37.558,,1.445,,906.494,1577.519,-88.46431,7047.068,40.90689,4983.089,,1865.455,5181.613,7047.068,3134.392,,2.287,40.53163,-1.13218,,,,-45.889,-45.889,-46.833,,,,,-0.944,,,-63.968999999999994,6.1530000000000005,-0.5350000000000001,1367.069,-1163.78,-7.0020000000000095,-18.855000000000004,14.140999999999998,-2.158,-3.297,1369.2269999999999,0.0,192.99,-45.88900000000001,43.601,-1099.8110000000001,,BAVA.CO,CO,112.088,,1848.697,,,,44.069,297.545,472.364,,0.0,3.53,24.959999999999994,,174.819,654.874,2047.221,69.029,,,,-16.216,-30.617,,,290.193,65.228,186.168,,,,,,9.189,,,,,,,,100.762,134.642,,155.551,120.94,-0.684,,,,,,,,
2019-09-30,70.035,,,323.891,,,,26.2,395.998,,,,,22.78,,-37.659,,1.384,,854.558,1619.149,45.72223,2563.218,40.80951,461.35,,1892.102,671.116,2563.218,444.839,,-12.595,40.44377,-2.45232,,,,-99.181,-99.181,-97.694,,,,,1.487,,,-103.39000000000001,5.712000000000001,2.297,5.267000000000024,22.80699999999996,-42.46900000000002,34.278000000000006,14.177000000000003,-0.036,4.7780000000000005,-3.6980000000000075,9.001,-9.617000000000019,-99.18099999999998,8.257000000000001,126.197,,BAVA.CO,CO,116.951,,16.511,,,,47.844,104.555,1495.596,,0.0,22.2,25.204,,1391.041,1681.076,226.277,73.048,,,,-1.188,-96.506,,,144.099,56.639,147.853,,,,,,11.813,,,,,,,,78.419,92.752,,51.347,91.214,-0.684,,,,,,,,
2019-06-30,93.002,,,323.206,,,,27.976,396.539,,,,,15.476,,-37.252,,1.331,,763.508,1705.097,47.99374,2672.034,40.80951,464.928,,1986.577,685.457,2672.034,448.49,,-3.679,40.3259,-2.53143,,,,-102.082,-102.082,-101.32,,,,,0.762,,,-123.31899999999999,2.159,0.7260000000000001,-6.951000000000022,137.78500000000003,-155.594,-77.535,14.254,-0.025,-1.38,-3.6640000000000157,-3.262,-26.139999999999986,-102.082,9.769,261.10400000000004,,BAVA.CO,CO,112.051,,16.438,,,,86.451,114.172,1637.73,,0.0,22.2,20.738,,1523.558,1879.219,236.967,107.189,,,,-4.304,-97.016,,,101.362,55.179,148.57,,,,,,14.879,,,,,,,,97.221,49.808,,51.554,93.391,-0.795,,,,,,,,
2020-03-31,,,,3774,,,,4189,6953,3521,715,,,7716,,-1314,2144,259,,35176,24770.0,1146.61333,53990.0,20.09483,16185.0,,27230.0,26760.0,53990.0,14131.0,,,19.7,9.62223,,,-12,197.0,209.0,337.0,,,,,128,,,-310,113.0,76,-1620.0,-256,1216.0,-238.0,,-222,-66,-727,-296,-726.0,552,902,54,-375,MAERSK-B.CO,CO,,,2054,,,,5523,,4043.0,,0.0,153,0.0,,2,10845,9770,5523,1066,,-85,-215,552.0,,8050,9571.0,,9019.0,-12,,,,,,,,,,,,4041,1126,,,,,,,,,,,,,
2019-12-31,,,,3774,,,,4219,7455,3267,739,,,7832,,-793,1977,237,,35976,25117.0,1188.3156,55399.0,20.09483,16753.0,,28098.0,27301.0,55399.0,14750.0,,,19.64317,-3.26831,,,-11,-72.0,-61.0,130.0,,,,,191,,,-469,477.0,64,-1209.0,-435,1535.0,-6.0,,-118,59,-809,-282,-50.0,342,1199,34,0,MAERSK-B.CO,CO,,,2003,,,,5351,,4770.0,,0.0,149,0.0,,2,11700,9835,5351,1160,,-38,-212,342.0,,8205,9668.0,,9326.0,-1,,,,,,,,,,,,4768,1430,,,,,,,,,,,,,
2019-09-30,,,,3774,,,,4265,7782,3149,744,,,7608,,-990,2006,271,,36415,25351.0,1149.72148,55662.0,20.76155,17169.0,,28135.0,27527.0,55662.0,15252.0,,,21.08333,21.15254,,,-14,506.0,520.0,589.0,,,,,69,,,-343,,179,-1520.0,-270,1732.0,-65.0,,-246,-81,-911,-363,-139.0,737,1060,73,0,MAERSK-B.CO,CO,,,1917,,,,5544,,4837.0,,0.0,52,0.0,,2,11562,9525,5544,1063,,-66,-148,737.0,,8399,10055.0,,9318.0,-78,,,,,,,,,,,,4835,1129,,,,,,,,,,,,,
2019-06-30,,,,3774,,,,4320,7757,3173,741,,,7499,,-726,1846,255,,37162,25208.0,1152.90043,56555.0,20.76155,18213.0,,28256.0,28299.0,56555.0,15429.0,,,20.14286,6.39699,,,-12,141.0,154.0,246.0,,,,,92,,,-445,,128,-769.0,-424,1177.0,232.0,,-219,17,65,-146,1.0,416,529,21,-469,MAERSK-B.CO,CO,,,2784,,,,5529,,4963.0,,0.0,52,0.0,,2,11645,10283,5529,1053,,-67,-170,416.0,,8270,9627.0,,9211.0,-45,,,,,,,,,,,,4961,1101,,,,,,,,,,,,,
2020-03-31,,,,996,,,,22652,10807,915,,,,4157,,981,2121,,,2639,12097.0,-43.17024,34867.0,198.70171,10884.0,,14074.0,20793.0,34867.0,10807.0,,,198.8,3.35025,,,,151.0,151.0,241.0,,,,,90,,,-68,,67,-836.0,-68,188.0,-1069.0,,-22.0,-9,0.0,1,-725.0,338,919,0,-815,LUN.CO,CO,3631,,77,,,,4025,,2287.0,,0.0,,0.0,,4,8661,7865,4025,844,,,-126,338.0,29,,4564.0,1689,3421.0,822.0,,,,,,,,,,,,2283,2349,805,,3759,66,,,,,,,,,
2019-12-31,,,,996,,1684.0,,23399,7121,646,,,,4268,,807,1681,,,2674,12751.0,-44.51396,35757.0,198.70171,9637.0,,14554.0,21203.0,35757.0,7558.0,,,198.76,1.16044,,,,230.0,230.0,142.0,,,,,-88,,,-188,,11,6997.0,-7357,394.0,-257.0,,,-1,6948.0,-20,33.0,291,360,-7169,0,LUN.CO,CO,3933,,2079,,,,3822,,3012.0,,0.0,,0.0,,4,9038,10280,3822,55,,,-83,291.0,-66,514.0,4421.0,1744,3181.0,,,,,,,,,,,,,3008,2204,949,,3472,868,,,,,,,,,
2019-09-30,,,,996,,,,9962,525,1197,,,,3311,,805,1353,,,2509,12566.0,22.16121,23471.0,198.77071,690.0,,14367.0,9104.0,23471.0,525.0,,,198.7,3.77957,,,,751.0,751.0,1030.0,,,,,279,,,-113,,156,-19.0,-114,1365.0,5.0,,-19.0,0,,0,1232.0,1012,348,-1,0,LUN.CO,CO,3750,,165,,,,3574,,4512.0,,0.0,,0.0,,1537,9803,7226,3574,47,,,16,1012.0,2,,4135.0,1570,2327.0,0.0,,,,,,,,,,,,2975,1717,796,,3339,710,,,,,,,,,
2019-06-30,,,,996,,,,9870,493,1184,,,,3004,,695,1308,,,2450,11807.0,18.25219,22082.0,198.77071,651.0,,13498.0,8584.0,22082.0,493.0,,,198.7,3.96578,,,,788.0,788.0,1078.0,,,,,290,,,-85,,429,-12.0,-221,13.0,-1178.0,,-15.0,-4,,3,-224.0,1105,86,-136,0,LUN.CO,CO,3621,,158,,,,3533,,3281.0,,0.0,,0.0,,1538,8578,6783,3533,44,,,-51,1105.0,24,0.0,4246.0,1551,2326.0,,,,,,,,,,,,,1743,1764,815,,3431,731,,,,,,,,,
2020-03-31,,,,126,,82,1543,1331,1325,,,,,615,,136,153,124,,581,2038.0,-2.32713,4788.0,246.65581,1484.0,,2300.0,2488.0,4788.0,1452.0,,,247.61905,0.45348,,,,104.0,104.0,138.0,,,,,34,,,-99,,83,2.0,-99,10.0,-192.0,50,,0,-4,25,-87.0,150,2,,-19,AMBU-B.CO,CO,154,,32,,,,657,,38.0,,0.0,,31.0,,,1209,801,688,,,,-12,150.0,0,,989.0,421,457.0,,,,,,42,,,,,,,38,441,382,,607,36,,,,,,,,,
2019-12-31,,,,126,,65,1529,1283,1325,,,,,660,,133,149,77,,578,1868.0,-2.78648,4680.0,245.82983,1483.0,,2127.0,2553.0,4680.0,1459.0,,,247.05882,0.17,,,,42.0,42.0,56.0,,,,,14,,,-80,,9,195.0,-80,-110.0,-232.0,33,,0,264,8,5.0,93,-4,0.0,-77,AMBU-B.CO,CO,196,,24,,,,513,,125.0,,0.0,,21.0,,,1213,880,534,,,,-36,93.0,-1,,760.0,334,364.0,0.0,,,,,40,,,,,,,125,514,303,,457,30,,,,,,,,,
2019-09-30,,0.0,,126,,66,1547,1242,1050,,,,,737,,154,152,87,,521,1902.0,-2.47385,4558.0,245.36696,1155.0,,2182.0,2376.0,4558.0,1151.0,,,243.05746,-0.01481,,,,-92.0,-92.0,-120.0,,,,,-28,,,-82,,4,32.0,-82,152.0,255.0,27,0.0,-1,23,9,101.0,-118,-12,0.0,0,AMBU-B.CO,CO,266,,4,,,,474,,120.0,,0.0,,21.0,,,1161,1007,495,,,,-1,-118.0,-1,,606.0,291,454.0,136.0,,,,,40,,,,,,,120,506,270,,336,27,,,,,,,,,
2019-06-30,,0.0,,126,,116,1517,1199,1025,,,,,579,,113,144,111,,492,1987.0,-2.00031,4357.0,244.96236,1138.0,,2226.0,2131.0,4357.0,1125.0,,,248.27586,0.98765,,,,216.0,216.0,281.0,,,,,65,,,-78,,6,-170.0,-78,225.0,75.0,31,0.0,1,-178,8,-22.0,117,2,0.0,0,AMBU-B.CO,CO,154,,6,,,,535,,26.0,0.0,7.0,,17.0,,,1038,746,552,,,,165,117.0,-1,,773.0,255,319.0,38.0,,,,,42,,,,,,,26,418,337,,436,26,,,,,,,,,
2020-03-31,,,23679.6,776,,31,,0,395762,257,,485197.0,9502,,147996.88,3151,46340,,,4420,30246.0,473.16771,674097.0,72.655,402174.0,189455.0,34378.0,639719.0,674097.0,396114.0,6060,205,74.03066,-1.625,2354.0,3.0,,-780.0,-780.0,-996.0,1245.0,1248.0,-6559.0,4318.0,-216,-41,1106.0,-82,55,,889.0,-71,17433.0,18213.0,,-55,,1435,-491,18251.0,-780,,11,,JYSK.CO,CO,1719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,6922.299999999999,776,,241,,1,399920,257,,485900.0,8939,,142298.69,3257,38435,,,4530,31472.0,477.13152,649738.0,74.841,404277.0,169513.0,35710.0,614028.0,649738.0,400289.0,3988,205,75.64738,12.21457,2438.0,-64.0,,966.0,966.0,1226.0,1275.0,1211.0,-5510.0,5461.0,260,-42,1227.0,-282,28,,-491.0,-225,-5173.0,-6139.0,,-28,,-69,-394,-5889.0,966,,57,0.0,JYSK.CO,CO,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,6423.9,816,,566,,2,403253,281,,483797.0,8536,,158250.17,3203,42876,,,4381,30954.0,459.8339,662497.0,76.582,407335.0,174270.0,35217.0,627280.0,662497.0,403253.0,4082,244,79.815,4.03667,2523.0,-30.0,,365.0,365.0,449.0,1403.0,1373.0,-1962.0,1008.0,84,-42,1150.0,-121,55,,-539.0,-121,10559.0,10194.0,,-55,,0,-484,9899.0,365,,0,0.0,JYSK.CO,CO,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,10546.9,816,,565,,2,393467,302,,479875.0,8079,,141853.07,3235,35591,,,4402,31096.0,449.00652,646416.0,78.814,398924.0,174025.0,35390.0,611026.0,646416.0,393467.0,5457,243,80.364,5.378,2562.0,9.0,,499.0,499.0,633.0,1370.0,1379.0,-3967.0,3230.0,134,-40,1183.0,-115,19,,-10.0,-130,6151.0,5652.0,,690,,6,-706,6011.0,499,,-15,0.0,JYSK.CO,CO,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,,569,,552,,7485,5357,,,,,2291,,-802,640,2028,,1098,8512.0,-22.45423,15439.0,128.75077,6652.0,,4594.0,10845.0,15439.0,5727.0,,,130.095,0.77049,,,,101.0,106.0,139.0,,,,,33,,,-246,,112,-943.0,-275,86.0,-353.0,273,,-7,-471,-285,-1139.0,251,-85,-29,-187,GN.CO,CO,710,,133,,,,2572,589,589.0,,792.0,,502.0,,,4828,3926,3074,172,,,-112,251.0,,-9,2967.0,1096,1417.0,-1,,,,,,,,,,,,,1165,1299,,1668,159,-3685,,,,-5,,,,
2019-12-31,,,,569,,552,,7422,5345,257.0,,,,2568,,-921,625,1738,,1076,8625.0,-19.95313,16683.0,128.9522,7031.0,,4849.0,11834.0,16683.0,5702.0,,,130.567,4.37041,,,,556.0,556.0,722.0,,,,,166,,,-630,,136,983.0,-361,635.0,-369.0,259,,-4,1044,-61,1253.0,754,-9,269,0,GN.CO,CO,1058,,132,,,,2809,1728,1728.0,,1197.0,,347.0,,,6190,4955,3156,158,,,-32,754.0,,6,3684.0,1081,1411.0,19,,,,,,,,,,,,,1306,1519,,2165,147,-3424,,,,0,,,,
2019-09-30,,,,569,,401,,7536,3926,,,,,2396,,-794,755,1913,,1050,8084.0,-21.84812,14774.0,129.80519,5720.0,,4700.0,10074.0,14774.0,4281.0,,,131.536,2.59469,,,,339.0,345.0,451.0,,,,,106,,,-217,,119,-349.0,-158,709.0,63.0,347,,5,9,-358,207.0,384,-85,59,0,GN.CO,CO,802,,133,,,,2291,475,475.0,,1306.0,,336.0,,,4275,4637,2627,250,,,67,384.0,,3,2999.0,1045,1444.0,3,,,,,,,,,,,,,1173,1171,,1828,143,-3159,,,,-6,,,,
2019-06-30,,,,569,,490,,7446,3919,,,,,2027,,-1038,752,1635,,1039,7737.0,-22.7479,14191.0,131.0011,5646.0,,4466.0,9725.0,14191.0,4273.0,,,133.253,2.25311,,,,301.0,305.0,398.0,,,,,93,,,-206,,41,-437.0,-243,678.0,-42.0,247,,-3,-239,-198,-5.0,467,6,-37,0,GN.CO,CO,810,,137,,,,2428,268,268.0,,1236.0,,295.0,,,4071,4210,2723,157,,,-69,467.0,,-4,3051.0,1075,1368.0,-1,,,,,,,,,,,,,1080,1216,,1835,141,-2802,,,,-4,,,,
2020-03-31,5,,,216,,264,,2456,,4,,,,2458,,-293,382,572,,3760,6663.0,19.40338,13528.0,212.84955,3169.0,,6586.0,6942.0,13528.0,402.0,,,212.6,5.01881,,,,1067.0,1067.0,1385.0,,,,,318,,,-252,63,229,-354.0,-246,611.0,-1112.0,214,,-29,-421,67,-18.0,1542,-33,6,0,COLO-B.CO,CO,664,,2767,,,,3269,498.0,800.0,27,0.0,13,525.0,,302,6709,5894,3794,,,,-154,1542.0,-3,-5,4823.0,1551,1728.0,,,,,,187,,,,,,,,1915,1553,,3270,182,,,,,,,,,
2019-12-31,10,,,216,,264,,2459,,5,,,,2803,,-246,442,584,,3786,5481.0,14.08387,13223.0,212.44162,3574.0,,5451.0,7772.0,13223.0,418.0,,,212.4,5.14124,,,,1092.0,1092.0,1418.0,,,,,326,,,-223,67,871,-662.0,-214,1030.0,-615.0,208,,6,1877,10,160.0,1472,-35,9,-2549,COLO-B.CO,CO,679,,3156,,,,2982,516.0,820.0,28,0.0,13,417.0,,304,6361,6648,3399,,,,-55,1472.0,1,-15,4712.0,1586,1740.0,,,,,,212,,,,,,,,1917,1500,,3212,169,,,,,,,,,
2019-09-30,9,,,216,,264,2030.0,472,,5,,,,3000,,-228,479,590,,3249,6925.0,20.8066,12732.0,212.0,1208.0,,6913.0,5819.0,12732.0,134.0,,,215.2,5.27291,,,,793.0,793.0,1028.0,,,,,235,,,-276,92,81,-1642.0,-219,1770.0,150.0,165,,3,-1774,132,-88.0,1079,376,57,0,COLO-B.CO,CO,859,,1074,,,,3153,,669.0,27,0.0,13,428.0,,313,6359,4942,3581,,,,-33,1079.0,-18,-14,4618.0,1540,2091.0,400.0,,,,,163,,,,,,,356.0,1933,1448,,3170,165,,,,,,,,,
2019-06-30,0,,,216,,300,,2486,,10,,,,2434,,-134,273,465,,3146,5857.0,16.2877,12551.0,212.0,2932.0,,5939.0,6612.0,12551.0,84.0,,,212.3,5.02,,,,1068.0,1068.0,1387.0,,,,,319,,,-141,29,92,-1070.0,-142,1353.0,-175.0,166,,-9,256,-264,132.0,1438,-76,-1,-1062,COLO-B.CO,CO,673,,2848,,,,3227,,755.0,29,0.0,73,257.0,,311,6415,5955,3484,,,,-54,1438.0,3,-3,4599.0,1513,1685.0,,,,,,189,,,,,,,444.0,1914,1476,,3123,175,,,,,,,,,
