period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest,redeemablePreferredStockTotal,cashPayments,cashReceipts,totalUtilityPlantNet
2019-08-10,,10.555,,2.228,,5.12,,42.68,41,1.808,,,,6.639,,5.16,,7.553,,302.952,192.689,3.06863,662.914,54.73191,331.474,,210.632,452.282,662.914,183.55,,,54.72994,-0.03726,,,,-20.535,-20.535,-22.993,,,,,-2.458,,,-16.904,1.953,4.817,-44.185,-16.057,41.343,9.763,37.686,,1.015,-26.047,0.0,-17.884,-20.535,14.429,0.847,-18.138,TED.L,L,,-21.841,39.786,,187.72,,70.798,11.689,11.689,,108.138,15.519,0.31099999999999284,109.049,,307.921,263.612,71.109,,,,-5.926,-17.067,,-0.346,303.828,174.579,191.62599999999998,17.393,,,,,,,,,,,,,209.604,129.269,,174.559,,,,,,,,,,
2019-01-26,,10.555,,2.228,,4.918,,43.673,43,1.874,,,,5.548,,4.856,,9.161,,131.865,210.829,3.37661,486.058,54.72797,138.496,,228.468,257.59,486.058,43.0,,,54.76454,0.09019,,,,5.429,5.429,6.171,,,,,0.742,,,-11.754000000000001,1.9989999999999999,8.28,1.2199999999999989,-29.813000000000002,50.64,0.38599999999999923,12.324999999999998,-3.791,-0.22300000000000003,12.953,0.030999999999999993,21.824,5.429000000000002,32.5,-18.058999999999997,-7.9730000000000025,TED.L,L,,,4.0,,,0.0,78.604,14.654,14.654,,91.496,0.316,0.26300000000000523,108.628,,299.485,209.672,78.867,,,,-1.985,8.156,,-1.768,333.566,166.854,164.52900000000002,-0.557,,,,,,,,,,,,,205.648,160.881,,172.685,,,,,,,,,,
2020-03-31,117.6,574.5,,5.7,,119.9,1295.7,514.8,,,,,,187.1,,22.5,11.5,34.0,,107.1,1351.1,0.81232,2475.4,161.51222,69.9,,1941.7,533.7,2475.4,53.3,,,161.87706,0.37741,,,,51.8,51.8,68.0,,,,,16.2,,,-11.900000000000002,3.0,11.699999999999996,-55.8,-9.7,106.19999999999999,-19.299999999999997,14.299999999999999,-3.0,-4.8,-27.8,0.0,35.900000000000006,51.8,13.8,2.1999999999999993,-25.0,AVV.L,L,27.7,,16.6,,,45.6,352.0,114.5,114.6,4.4,0.0,,20.19999999999999,,0.1,519.4,349.0,372.2,46.4,,,-1.5,69.5,,,441.9,156.1,274.59999999999997,11.5,,,,,32.6,,,,,,,,,97.8,,344.1,60.6,-12.1,,,,,,,,
2019-09-30,106.8,574.5,,5.7,,109.2,1298.8,558.7,,,,,,156.4,,26.9,15.0,20.9,,101.4,1313.4,0.31518,2411.6,161.49719,90.3,,1908.4,503.2,2411.6,53.0,,,161.8683,0.18024,,,,18.0,18.0,24.0,,,,,6.0,,,-7.2,0.3,27.6,-37.8,-30.2,15.9,-70.8,10.1,-0.3,3.5,12.3,-3.1,-48.6,18.0,12.5,-23.0,-46.7,AVV.L,L,25.5,,17.3,,,46.1,300.6,78.6,78.6,3.5,20.0,,17.69999999999999,,0.0,428.3,326.0,318.3,45.3,,,-1.5,25.5,,,391.9,153.8,274.09999999999997,14.9,,,,,30.8,,,,,,,,0.6,92.3,,299.6,60.1,-12.1,,,,,,,,
2019-03-31,123.1,574.5,,5.7,,111.3,1285.3,599.5,,0.0,,,,192.2,,18.3,18.8,18.9,,17.1,1335.4,0.2461,2400.8,161.3,0.1,,1924.5,476.3,2400.8,0.0,,,162.25074,0.3589,,,,39.616,39.616,52.206,,,,,12.59,,,-3.9949999999999997,0.32299999999999995,23.782999999999998,-39.617,-23.701,100.76399999999998,-4.23,2.2220000000000004,-0.32299999999999995,-3.6559999999999997,-11.925,-4.856000000000001,33.79,39.616,18.921,-19.706000000000003,-22.512999999999998,AVV.L,L,30.8,,0.1,,,44.235,310.9,,127.8,2.2,0.0,,10.800000000000011,,1.3,477.8,346.2,321.7,45.6,,,-0.216,52.422,0.0,,430.089,165.623,279.45,6.3,,,,,27.5,,,,,,,126.5,0.8,98.217,,331.872,61.927,-9.4,,,,,,,,
2020-06-30,457,6,,73,,,,63,232,,,,,194,,-36,535,107,,95,15.0,-0.00683,1551.0,732.43617,284.0,,58.0,1493.0,1551.0,274.0,,,900.0,0.01889,,,,18.0,18.0,20.0,,,,,2,,,0,4,9,-2.0,0,-2.0,-31.0,5,,,-2,0,-4.0,24,0,,,INDV.L,L,23,,10,,,,178,908,908.0,108,0.0,,2.0,,,1178,684,180,4,,,-5,25.0,,,150.0,95,106.0,-1,,,,,,,,,,,,,90,19,,131,8,,,,,,,,,
2020-03-31,461,6,,73,,,,66,232,,,,,168,,-33,533,78,,97,-7.0,-0.03686,1512.0,732.40833,285.0,,39.0,1473.0,1512.0,275.0,,,731.982,0.08334,,,,-163.0,-163.0,-191.0,,,,,-28,,,0,5,4,-2.0,0,-146.0,29.0,9,,0.0,-3,1,-148.0,-189,5,,,INDV.L,L,26,,10,,,,175,912,912.0,108,0.0,,0.0,,,1163,665,175,6,,,-2,-189.0,,,153.0,118,326.0,192,,,,,,,,,,,,,76,16,,137,10,,,,,,,,,
2019-12-31,584,5,,73,,,,72,233,,,,,110,,-23,417,40,,107,154.0,0.18747,1652.0,730.78772,293.0,,209.0,1443.0,1652.0,284.0,,,730.763,-0.09305,,,,-55.0,-55.0,-42.0,,,,,13,,,-4,3,0,-4.0,1,40.0,77.0,8,,0.0,-4,0,37.0,-42,-3,5.0,,INDV.L,L,39,,9,,,,227,1060,1060.0,73,0.0,,0.0,,,1360,742,227,5,,,2,-44.0,,-1.0,133.0,115,134.0,-2,,,,,,,,,,,,,73,43,,90,17,,,,,,,,,
2019-09-30,478,5,,73,,,,73,234,,,,,88,,-37,434,43,,102,211.0,0.24496,1590.0,730.7374,292.0,,252.0,1338.0,1590.0,282.0,,,800.0,0.06,,,,48.0,48.0,56.0,,,,,8,,,-1,5,7,-3.0,-1,39.0,-29.0,7,,0.0,-3,0,35.0,57,4,0.0,,INDV.L,L,46,,10,,,,200,1023,1023.0,72,0.0,,1.0,,,1300,622,201,5,,,-1,57.0,,,199.0,92,108.0,0,,,,,,,,,,,,,76,34,,165,11,,,,,,,,,
2019-06-30,528,5,,73,,,,77,235,,,,,82,,-31,433,42,,106,158.0,0.17533,1568.0,730.04315,295.0,,205.0,1363.0,1568.0,285.0,,,750.0,0.10133,,,,75.0,75.0,89.0,,,,,14,,,0,5,8,-3.0,0,-63.0,-160.0,6,,0.0,-3,0,-66.0,88,3,0.0,,INDV.L,L,25,,10,,,,213,988,988.0,72,0.0,,1.0,,,1271,645,214,3,,,1,88.0,,,215.0,83,100.0,1,,,,,,,,,,,,,69,27,,188,13,,,,,,,,,
2020-02-01,,11.7,,2.4,,12.5,,413.7,15.6,2.6,70.0,,,34.3,,,80.5,47.9,,2420.1,1205.1,0.82765,4345.9,973.23316,2028.7,,1219.2,3126.7,4345.9,1723.3,,,973.23316,0.18834,,,-0.7,152.0,152.7,218.6,,,,,65.9,,,-107.39999999999999,38.199999999999996,58.4,-283.5,-104.89999999999998,534.7,-49.2,246.9,-1.3,-9.5,-265.5,0.0,136.8,152.7,184.3,2.5,-16.7,JD.L,L,,,305.4,,,,183.9,,465.9,,0.0,,0.0,900.7,,1461.6,1240.4,183.9,,,27.8,-36.9,255.5,,-6.3,3389.6,1288.9,1344.1999999999998,33.8,,,,,,,,,,,,465.9,811.8,1789.9,,1599.7,,,,,,,,,,
2019-08-03,,11.7,,2.4,,16.2,,463.8,41.0,2.6,77.6,,,20.9,,,94.9,72.6,,2693.2,1135.6,0.70476,4747.5,973.23316,2465.9,,1149.7,3597.8,4747.5,1788.9,,,973.23316,0.12196,,,-3.9,94.1,98.0,129.9,,,,,31.9,,,-69.8,41.6,39.4,-87.9,-156.8,319.3,-92.8,203.1,0.0,11.2,-87.9,0.0,85.8,98.0,111.0,-87.0,0.0,JD.L,L,,,677.0,,,,255.5,,346.6,,0.0,,0.0,922.3,,1515.3,1620.2,255.5,,,3.6,-41.2,171.1,,-4.6,2721.2,1079.9,1104.0,25.1,,,,,,,,,,,,346.6,913.2,1446.1,,1275.1,,,,,,,,,,
2019-02-02,,11.7,,2.4,,11.0,,394.3,62.2,0.1,68.0,,,28.6,,,155.0,79.1,,539.8,994.7,0.6314,2205.5,973.23316,126.0,,1008.8,1196.7,2205.5,62.2,,,973.23316,0.17817,,,-4.8,164.0,168.8,218.0,,,,,49.2,,,-99.6,5.0,53.0,-212.90000000000003,-80.09999999999997,302.0,-18.299999999999997,67.1,-0.6,-1.0999999999999999,-202.79999999999998,6.4,7.8999999999999915,168.79999999999998,84.4,19.5,-15.9,JD.L,L,,,63.8,,,,177.2,,251.2,,0.0,,0.0,808.1,,1192.2,900.5,177.2,,,5.6,-4.3,222.3,,-3.1,2871.5,1118.9,1131.1,9.7,,,,,,,,,,,,251.2,763.8,1518.1,,1353.4,,,,,,,,,,
2019-12-31,518.5,684.3,,1.6,,,536.7,204.8,651.8,116.8,0.4,,,341.8,,-0.2,231.7,365.4,,202.9,-299.8,-2.19349,2657.7,162.11587,828.2,,385.9,2271.8,2657.7,801.4,,,161.8,0.22497,,,0.1,-91.2,-35.8,-41.2,,,,,-5.4,,,-3.2,16.2,-4.9,122.0,1.9,-42.6,-60.2,22.8,-16.2,-2.2,139.1,-0.9,79.1,-41.2,20.7,5.1,0.0,KIE.L,L,351.2,,26.8,,,15.3,717.1,390.8,390.8,58.2,0.0,0,10.299999999999955,,,1172.9,1238.3,727.4,11.8,,-5.5,-16.0,-25.2,,,1819.2,120.2,186.70000000000005,60.2,,,,,,,,,,,,,54.7,1657.7,,161.5,,,,,,,,,,
2019-06-30,,684.3,,1.6,,0.0,,766.7,473.6,237.9,0.5,,,159.0,,2.5,145.2,142.8,,57.3,-169.3,-1.5273,2641.8,162.11587,507.0,,519.1,2122.7,2641.8,475.6,,,161.3,0.64352,,,-0.8,-179.8,-153.8,-184.2,,,,,-30.4,,,-14.7,12.200000000000001,1.0,-131.20000000000002,-53.0,62.499999999999986,62.0,8.4,-12.2,-0.6,-106.4,-4.699999999999989,-122.3,-194.0,172.5,-38.300000000000004,-7.899999999999999,KIE.L,L,,,31.4,,,13.600000000000001,838.9,311.7,311.7,57.5,0.0,2,9.100000000000023,1311.0,,1379.6,1501.4,848.0,,,-2.9,-12.6,-171.6,,,1967.9,111.5,324.0,215.4,,,,,,,,,,,,,217.9,1815.5,,152.4,,,,,,,,,,
2020-01-31,,519.3,,11.2,,4.2,778.4,57.1,624.3,49.0,,,117.0,7.7,,-20.4,646.4,56.1,,450.7,73.2,-0.22045,2094.8,1121.8092,662.4,,588.2,1506.6,2094.8,652.9,,4.9,1119.5,-0.08633,,,,-358.6,-358.6,-353.5,,,,,5.1,,,-31.400000000000034,12.2,9.0,-67.20000000000002,-42.79999999999998,20.900000000000006,-63.199999999999996,22.6,-6.6000000000000005,,-46.0,,-89.10000000000001,-353.5,16.400000000000002,-11.399999999999999,-14.600000000000001,SAGA.L,L,,,,,,398.6,209.0,24.8,97.9,274.2,9.5,,0.0,185.9,,,,209.0,,,15.4,,-353.5,,,401.4,125.7,540.4,399.3,,,,,,,,,,,,73.1,5.4,214.5,,186.9,,,,,,,,,,
2019-07-31,,519.3,,11.2,,6.7,1175.0,62.3,675.7,49.0,,,177.8,9.3,,9.5,688.7,16.8,,454.0,443.7,-0.22235,2599.5,1121.64163,713.6,,987.9,1611.6,2599.5,710.4,,4.2,1125.0,0.04334,,,,45.8,45.8,52.6,,,,,6.8,,,-263.9,7.7,16.1,213.3,-213.4,71.0,-18.4,21.1,-1.3,,225.8,,70.9,52.6,6.2,50.5,-11.2,SAGA.L,L,,,,,,9.5,239.1,64.7,158.6,262.2,3.2,,0.0,193.3,,,,239.1,,,5.1,,52.6,,,395.9,125.6,131.9,1.2,,,,,,,,,,,,93.9,4.7,211.4,,184.5,,,,,,,,,,
2019-01-31,,519.3,,11.2,,7.8,1175.0,62.8,481.7,426.2,,,96.8,17.2,,17.5,648.1,14.9,,204.0,414.7,-0.24687,2323.2,1121.64163,481.7,,960.9,1362.3,2323.2,481.7,,-1.8,1119.5,-0.04132,,,,-249.9,-249.9,-243.6,,,,,6.3,,,-32.9,7.800000000000001,17.9,-55.1,-25.5,66.60000000000001,-40.800000000000004,26.300000000000004,0.0,,-21.5,,-14.0,-243.8,5.6,7.400000000000006,-33.60000000000001,SAGA.L,L,,,,,,319.3,216.6,31.0,122.9,,0.0,,0.0,207.5,,,,216.6,,,7.2,,-243.6,,,410.9,124.5,447.6,315.9,,,,,,,,,,,,91.9,4.0,206.9,,204.0,,,,,,,,,,
2020-02-29,,324.368,,37.465,,5.736,,54.669,74.757,6.366,,,,9.691,,0.0,38.455,,,319.831,-251.574,0.12285,464.136,394.22219,245.257,,103.098,361.038,464.136,177.788,,,390.7442,-0.15022,,,,-117.011,-126.143,-131.351,,,,,-5.208,,,-1.600999999999999,5.396,0.0,6.077999999999999,-0.39199999999999946,-3.6090000000000018,6.696,11.369,-6.548,,12.637999999999998,-0.012,2.077,-131.351,105.96000000000001,1.209,0.0,STOB.L,L,,,67.469,,,3.7170000000000005,40.167,9.802,9.802,8.0,0.0,11.408,0.0,61.899,,75.27,139.059,40.167,15.086,,7.829,-5.19,-126.233,0.072,72.31,77.044,45.105,203.277,62.947,,,,,,,,,,,,,13.893,,,,,-7.161,,,,,,,,
2019-08-31,,324.379,,37.082,,10.021,,88.268,50.667,42.537,,,,52.2,,-0.732,29.83,,,343.332,-107.794,0.40114,610.336,388.6643,224.41,,244.176,366.16,610.336,156.016,,,385.46604,-0.014,,,,-20.884,-23.451,-26.633,,,,,-3.182,,,-13.031,2.809,,21.264,-9.359,-18.612,-15.163,11.354,-2.491,,34.88,0.0,-6.707,-26.633,8.091,3.672,-11.125,STOB.L,L,,,68.394,,,3.739,56.64,7.725,7.725,47.012,0.0,2.082,0.0,49.699,,89.187,170.293,56.64,15.093,,2.236,-3.325,-22.087,-1.221,81.166,93.131,,115.218,16.723,,,,,,,,,,,,,22.74,,,,,-8.759,,,,,,,,
2019-02-28,,324.379,,37.082,,13.56,,100.482,57.567,59.377,,,,45.395,,0.48,40.041,,,262.915,-52.833,0.50551,547.152,388.6643,97.554,,296.954,250.198,547.152,84.121,,,371.88339,-0.02955,,,,-40.683,-33.56,-31.499,,,,,2.061,,,-13.469000000000001,1.3810000000000002,0.0,-5.872,-14.445,5.347000000000001,10.444,8.753,3.685,,-12.999,24.702,-14.969999999999999,-31.498999999999995,15.68,-0.9759999999999991,-21.259999999999998,STOB.L,L,,,13.433,,,1.969,41.271,14.432,14.432,44.642,0.0,1.474,0.0,53.648,,79.736,112.476,41.271,10.722,,5.084,-1.885,-28.674,-0.94,69.584,77.46,,106.134,20.744,,,,,,,,,,,,,22.559,,,,,-12.154,,,,,,,,
2020-06-30,2238,,212247.69999999998,8622,,2147,,8986,1154154,285,,2122012.0,24085,,1650664.31,6697,1240976,2655,,13379,149181.0,182.40019,4061603.0,852.59779,1159295.0,1487812.0,164500.0,3897103.0,4061603.0,1159295.0,,,847.69231,2.6,15938.0,1099.0,,2325.0,2325.0,3112.0,6478.0,7577.0,-34054.0,30688.0,787,-121,8361.0,-278,358,782,-6151.0,-271,43002.0,39497.0,,-359,156,-5792,,36736.0,3112,393,7,0,DANSKE.CO,CO,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1814,,187766.59999999998,8622,,2179,,9097,1145607,295,,2082113.0,34231,,1654984.98,11670,1276799,1372,,13690,146723.0,185.01316,4007691.0,853.55011,1150873.0,1401985.0,167015.0,3840676.0,4007691.0,1150873.0,,,856.77326,-1.73208,18337.0,4344.0,,-1289.0,-1289.0,-1663.0,1923.0,6267.0,-17234.0,13648.0,-374,-195,12070.0,-293,33,1795,9823.0,-288,59433.0,55400.0,,-33,-2730,9856,,66238.0,-1663,5696,5,0,DANSKE.CO,CO,7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1993,,143296.3,8622,,2172,,9165,1177643,341,,2150059.0,21345,,1400731.89,13865,1100403,3604,,14084,148021.0,188.99153,3761050.0,853.70492,1183169.0,1295972.0,170508.0,3590542.0,3761050.0,1183169.0,,,855.82413,6.4366,18486.0,598.0,,5040.0,5040.0,1260.0,6555.0,7153.0,-25636.0,20341.0,-3780,-197,11333.0,-528,359,1368,8216.0,-507,-24060.0,-31324.0,,-359,945,8591,0.0,-15406.0,1260,6004,21,-16,DANSKE.CO,CO,6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2788,,152614.69999999998,8622,,8445,,11070,1208123,365,,2162803.0,26769,,1571780.41,13658,1237196,3706,,13988,143184.0,180.82725,3962718.0,853.82042,1213855.0,1328097.0,165464.0,3797254.0,3962718.0,1213855.0,,,852.72727,3.3,17248.0,292.0,,3011.0,3011.0,3793.0,6540.0,6832.0,-14533.0,11786.0,782,-197,10416.0,-348,34,450,12501.0,-347,-90636.0,-96354.0,,-34,856,12525,,-77626.0,3793,1925,1,10,DANSKE.CO,CO,6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2697,,205789.5,8622,,7793,,11119,1171734,385,,2073430.0,24806,,1418602.85,13906,1082159,3770,,14048,140460.0,177.82368,3778409.0,854.0426,1177570.0,1339504.0,162988.0,3615421.0,3778409.0,1177570.0,,,852.22222,3.20823,15925.0,221.0,,4032.0,4032.0,4757.0,6760.0,6981.0,-20191.0,18188.0,725,-196,8944.0,-432,358,1197,5481.0,1240,10006.0,5729.0,,-358,-1509,5822,0.0,15218.0,4757,-480,1672,17,DANSKE.CO,CO,5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,3051,,6503,,69805,19714,4364,2587,,,12050,,-33652,16392.0,1938.0,,27886,74049.0,-178.09216,123120.0,147.99641,24991.0,,43448.0,79672.0,123120.0,20879.0,,,150.031,21.46662,,,-444,3490.0,3934.0,5375.0,,,,,1441,,,-2285,571,1135,-5786.0,-937,5743.0,-1320.0,2376,-1863,28,-1572,-2351,-952.0,5294,-607,1348,0,CARL-B.CO,CO,17149,,4112,,,,5339,5222,5222.0,1179.0,0.0,,1860.0,,,17948,33311,7199,,-407,-141,-170,6069.0,-117,-82,32912.0,11240,10242.0,-775,,,,,776.0,,,,,,,,4751,16601,,16311,,,,,,,,,,
2019-06-30,,,,3051,,20959,,68760,16740,7338,2476,,,12778,,-34550,,,,27841,75706.0,-163.19511,125417.0,150.45181,26286.0,,44207.0,81210.0,125417.0,18046.0,,,152.425,19.56307,,,-464,3079.0,3543.0,4853.0,,,,,1310,,,-2307,462,1099,-4507.0,-1340,6496.0,-683.0,2166,-657,18,637,-1749,667.0,5171,-158,967,-2738,CARL-B.CO,CO,18711,,8240,,,,6878,6125,6125.0,,0.0,,3357.0,,,21478,39729,10235,,407,-137,-296,4897.0,-155,-26,32990.0,11319,11430.0,274,,,,,,,,,,,,,5118,16663,,16327,,,,,,,,,,
2019-12-31,,772.673,,100.2,,546.128,2335.12,2180.982,2153.807,145.499,9.449,,,939.903,,-26.971,105.292,,,2500.946,2251.145,-28.83292,8492.54,49.21649,2776.602,,3097.047,5395.493,8492.54,2153.807,,,51.2767,4.34271,,,0.224,222.68,222.456,266.734,,,,,44.278,,,-115.75900000000001,11.642,145.54600000000002,-83.22400000000005,-157.312,197.2449999999999,-164.5,91.607,0,0.26,-21.042,-62.18199999999996,-43.03099999999999,222.4559999999999,47.68199999999996,-41.553,0.0,RBREW.CO,CO,1018.119,,622.795,,,,735.864,,71.985,,0.0,,0.0,,,1329.993,2580.817,735.864,,,,-0.464,267.198,,,1787.447,641.424,641.424,,,,,,59.471,,,,,,,71.985,462.673,878.825,,908.622,,,,,,,,,,
2019-09-30,,772.673,,100.2,,539.723,2288.901,2190.046,2221.672,136.942,9.673,,,1065.956,,-42.81,100.72,,,2473.23,2093.919,-31.02701,8594.099,50.11649,2796.478,,2923.982,5670.117,8594.099,2221.672,,,48.42295,7.8,,,0.65,377.699,377.049,491.177,,,,,114.128,,,-84.12099999999998,8.415000000000003,25.072000000000003,-405.525,-59.990999999999985,490.778,-83.77099999999999,81.28300000000002,0,0.619,-293.116,-112.40899999999999,25.880999999999997,377.049,116.21700000000001,24.129999999999995,0.0,RBREW.CO,CO,1157.567,,574.806,,,,804.631,,115.016,,0.0,,0.0,,,1504.98,2798.329,804.631,,,,-0.911,492.088,,,2113.972,670.458,670.458,,,,,,58.965,,,,,,,115.016,526.368,951.426,,1162.546,,,,,,,,,,
2019-06-30,,772.673,,100.2,,541.105,2288.995,2181.474,2541.299,136.488,10.323,,,1174.395,,-45.405,93.514,,,2491.894,1824.939,-36.04321,8906.83,50.44118,3089.358,,2652.407,6254.423,8906.83,2541.299,,,49.74628,7.8,,,0.15,388.021,387.871,499.884,,,,,112.013,,,-55.742000000000004,8.617999999999999,110.113,-819.5450000000001,-45.603999999999985,815.164,229.74299999999997,83.23899999999999,0,-0.33699999999999997,-96.59100000000007,-184.95800000000003,-50.321999999999996,387.87100000000004,114.311,10.138000000000034,-537.996,RBREW.CO,CO,1345.728,,548.059,,,,1124.574,,89.135,,0.0,,0.0,,,1807.979,3068.182,1124.574,,,,0.94,498.944,,,2269.836,729.328,729.328,,,,,,49.967,,,,,,,89.135,544.303,1041.564,,1228.272,,,,,,,,,,
2020-06-30,3,,,1025,,237,4305,2112,2636,204,13,,,4828,,-737,1111,1130,,2386,8173.0,40.75532,21039.0,50.15296,3000.0,,8461.0,12578.0,21039.0,2823.0,,,50.153,-0.01097,,,3,-14.0,-12.0,-7.0,,,,,5,,,-62,,83,-551.0,-65,533.0,319.0,,0,-25,-551,0,-108.0,223,-9,-3,0.0,FLS.CO,CO,3386,,177,,,,5881,703,703.0,,0.0,,1122.0,,,10902,8394,7003,164,,,-53,46.0,,-2,3846.0,691,866.0,13,,,,,475,,,,,,,,2721,2934,,912,,,,,,,,,,
2020-03-31,3,,,1025,,234,4309,2179,3095,191,16,,,5012,,-695,1109,1149,,2401,8191.0,40.61414,22305.0,50.05646,3476.0,,8521.0,13784.0,22305.0,3277.0,,,50.105,2.05568,,,-3,98.0,106.0,150.0,,,,,44,,,-67,,89,-7.0,-109,-35.0,-304.0,,0,-39,-7,0,-190.0,319,-50,-42,,FLS.CO,CO,3934,,199,,,,6892,811,811.0,,0.0,,1107.0,,,12076,9148,7999,173,,,4,146.0,,-12,4525.0,740,901.0,0,,,,,540,,,,,,,,2726,3478,,1047,,,,,,,,,,
2019-12-31,4,,,1025,,352,4376,2235,2890,209,14,,,5370,,-328,1170,1246,,2512,8082.0,43.31109,23532.0,50.05646,3493.0,,8779.0,14753.0,23532.0,3094.0,,,50.158,4.5623,,,-3,224.0,229.0,323.0,,,,,94,,,-146,,113,7.0,-92,327.0,-276.0,,0,-22,2,5,220.0,580,23,54,0.0,FLS.CO,CO,4350,,399,,,,7680,1001,1001.0,,0.0,,968.0,,,12954,10123,8648,187,,,-70,393.0,,-20,6022.0,763,934.0,4,,,,,591,,,,,,,,2714,4695,,1327,,,,,,,,,,
2019-09-30,8,,,1025,,327,4398,2249,3121,209,15,,,5733,,-217,1096,1198,,2584,7881.0,40.80539,23148.0,50.04241,3461.0,,8689.0,14459.0,23148.0,3329.0,,,50.155,3.80819,,,1,191.0,190.0,284.0,,,,,94,,,-106,,57,-115.0,-111,244.0,-144.0,,0,8,-123,8,26.0,459,-71,-5,0.0,FLS.CO,CO,3819,,132,,,,7260,781,781.0,,0.0,0.0,1113.0,,,12510,9692,8373,165,,,-10,294.0,,-11,4736.0,678,832.0,0,,,,,446,,,,,,,,2910,3610,,1126,,,,,,,,,,
2019-06-30,8,,,1025,,320,4323,2254,3216,207,16,,,5921,,-394,1034,1185,,2525,7666.0,34.39156,23067.0,50.01227,3557.0,,8297.0,14770.0,23067.0,3439.0,,,50.155,4.65897,,,-1,222.0,234.0,349.0,,,,,115,,,-88,,43,13.0,-373,143.0,-353.0,,1,-12,458,4,-229.0,574,-78,-285,-450.0,FLS.CO,CO,3914,,118,,,,7269,755,755.0,,0.0,0.0,1257.0,,,12573,9961,8526,193,,,-32,381.0,,-13,5472.0,753,934.0,1,,,,,399,,,,,,,,2893,4157,,1315,,,,,,,,,,
2019-12-31,,,,185,,1344,21257,3308,16308,336,24,,,10114,,-892,1517,662,,4472,13421.0,-65.19827,50061.0,184.69814,17505.0,,12523.0,37538.0,50061.0,16308.0,,,186.04,5.31994,,,-9,960.0,972.0,1455.0,,,,,483,,,-592,388,11,-7494.0,161,3880.0,841.0,851,-232,95,-7262,,-3358.0,1872,316,753,0,ISS.CO,CO,7034,,1197,,,,12085,2670,2670.0,,0.0,1806,3190.0,,,20026,18345,15275,851,,,-312,1832.0,-65,9047,40669.0,25027,34965.0,40,,,,,,,,,,,,,275,3872,,36797,,-191,,,,,,,,
