period,accountsPayable,accountsReceivableTradeNet,accruedExpenses,accumulatedDepreciationTotal,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,propertyPlantEquipmentTotalNet,retainedEarnings,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,treasuryStockCommon,unrealizedGainLoss,costofRevenueTotal,dilutedAverageShares,dilutedEPS,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,deferredTaxes,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,deferredIncomeTax,preferredStockNonRedeemableNet,depreciationAmortization,equityInAffiliates,otherRevenueTotal,totalAdjustmentstoNetIncome,minorityInterest,payableAccrued,gainLossonSaleofAssets,cash,redeemablePreferredStockTotal,deferredPolicyAcquisitionCosts,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,eSOPDebtGuarantee,totalPreferredSharesOutstanding,totalUtilityPlantNet,fuelExpense,operationsMaintenance,allowanceforFundsUsedDuringConst,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherBearingLiabilitiesTotal,otherEarningAssetsTotal,totalDeposits,totalShortTermBorrowings,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,cashPayments,cashReceipts,uSGAAPAdjustment
2019-12-31,454,1530,747,,2440,52,52.0,1,997,5154,895,10362,,,,0.0,,,-186,624,19,0.0,140,,11060,5275,,-29.84043,18970.0,74.3622,1842.0,2198.0,11428.0,3830.0,120,15140.0,18970.0,10431.0,1530,-3700,,1491,75.517,4.47581,965,,-170,,338.0,338.0,433.0,599.0,4,,95,,2456,270,366.0,0,,-219,101,142,-489.0,39.0,442.0,-452.0,87,516,-10,0,-274,-205,-8.0,338,-47,258.0,,URI,US,1887,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,839,1595,831,-109.0,2429,60,60.0,1,973,5143,961,10609,,,,0.0,,,-217,621,19,0.0,96,950.0,11401,4937,,-32.39574,19405.0,75.75069,1881.0,2643.0,11664.0,3650.0,130,15755.0,19405.0,10691.0,1595,-3500,,1455,76.857,5.09735,1033,,-147,,391.0,391.0,510.0,656.0,1,,119,,2488,274,377.0,1,,-905,179,23,-264.0,-743.0,992.0,77.0,68,519,1,0,-55,-210,-15.0,391,-63,162.0,,URI,US,1800,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,752,1525,788,-110.0,2415,75,75.0,1,995,5134,1019,10625,,,,0.0,,,-194,591,18,0.0,105,910.0,11036,4546,,-34.54652,19047.0,77.43183,1840.0,2535.0,11695.0,3478.0,135,15569.0,19047.0,10700.0,1525,-3290,,1379,78.467,3.43113,911,,-180,,270.0,270.0,351.0,529.0,2,,81,,2290,278,382.0,-1,,-927,122,69,-159.0,-741.0,923.0,150.0,28,504,-10,0,56,-205,23.0,270,-29,186.0,,URI,US,1743,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,1438.697,56.629,-4294.341,,539.622,539.622,,82.085,3836.02,,3449.94,,77.212,,,150.842,748.757,5688.647,654.363,575.755,0.0,,9398.89,5439.937,,,20.10114,12148.499,92.16527,2296.787,2259.169,3532.025,5688.647,167.626,6459.852,12148.499,3449.94,1438.697,,,,85.059,2.95213,,,-25.473,-4.575,251.929,256.504,335.658,358.031,3.1,625.747,79.154,,2729.754,1619.768,2371.723,,,-173.072,22.319000000000003,7.611,-302.4959999999999,-161.796,949.3069999999999,548.527,,126.208,-3.1499999999999995,0.03400000000000003,-274.23400000000004,-25.111999999999995,485.04900000000004,256.504,18.068,11.276000000000003,0.0,UHS,US,19.168,,126.208,,,-0.824,,1371.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,1486.829,57.772,-4190.658,,54.619,54.619,0.849,69.521,3836.566,,3718.661,,75.787,,0.0,130.301,180.006,-5.2,671.677,565.959,0.0,,9232.949,5383.555,5417.56,,18.5648,11620.426,84.92648,1834.346,1689.951,3805.32,5413.209,162.597,6207.217,11620.426,3735.799,1486.829,,,,86.455,1.63859,,,-45.351,-2.423,142.037,144.46,190.783,236.694,-0.56,689.79,46.323,,2829.667,1778.789,2592.973,,,-185.959,39.483,6.783,-371.814,-135.019,502.062,215.161,,124.394,-5.735,-1.673,-179.645,-169.09,-6.444,144.46,18.047,50.94,-17.344,UHS,US,34.003,,124.394,,,-0.373,,1382.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,446.957,1560.847,881.859,-4089.679,,61.268,61.268,0.867,87.55,3869.76,,3880.218,,79.099,,0.0,133.93,147.024,31.893,600.008,539.34,0.0,,9432.895,5343.216,5471.345,,18.84914,11668.25,86.70663,1915.934,1563.39,3984.127,5504.105,159.889,6164.145,11668.25,3896.577,1560.847,,,,87.603,2.79171,,,-39.159,-2.834,245.176,248.01,321.158,340.979,19.338,644.393,73.148,,2896.247,1783.219,2555.268,,,-157.026,34.70700000000001,39.32400000000001,-164.78999999999996,-275.75699999999995,389.1590000000001,-2.213000000000001,,127.656,-2.526,2.218,35.153000000000006,-179.97000000000003,-49.17,248.01,15.705999999999989,-118.731,-17.447000000000003,UHS,US,25.071,,127.656,,,-0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,1544.077,55.08,-4008.931,,58.905,58.905,0.88,78.077,3827.867,,3853.504,,78.791,,0.0,171.36,144.69,-18.199,613.119,548.17,0.0,,9296.668,5287.737,5406.534,,17.82722,11594.401,87.58227,1930.627,1621.769,3948.371,5389.215,156.285,6205.186,11594.401,3870.294,1544.077,,,,88.355,1.1,,,-41.447,-3.68,97.19,100.87,138.075,188.929,-9.407,762.174,37.205,,2822.453,1749.822,2633.524,,,-160.67400000000004,44.07599999999999,75.894,-309.84799999999996,-116.25400000000002,425.22399999999993,93.686,,121.52799999999999,-0.2370000000000001,-0.9859999999999999,-201.65800000000002,-90.34999999999997,-1.8639999999999972,100.87,109.14,44.42,-17.602999999999998,UHS,US,21.213,,121.528,,,-0.243,,1343.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1601.352,56.447,-3914.406,,61.297,61.297,0.883,91.833,3843.429,,4039.915,,75.348,,0.0,148.809,142.229,-7.936,644.917,667.356,0.0,,9191.239,5276.833,5400.142,,17.51249,11752.65,88.48886,1965.032,1544.269,4148.954,5393.089,153.574,6359.561,11752.65,4057.121,1601.352,,,,89.235,2.66335,,,-48.487,-2.945,238.32,241.265,310.808,345.563,13.732,672.564,69.543,,2855.168,1715.873,2509.605,,,-158.28699999999998,37.57300000000001,140.317,-104.10400000000004,-87.98599999999999,192.28200000000004,-187.23600000000002,,121.16799999999999,-1.3360000000000003,-1.0670000000000002,254.423,-348.31899999999996,-0.875,241.26500000000001,17.085,70.301,-8.872,UHS,US,37.906,,121.168,,,-0.656,,1253.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,,,,2364.1,165.6,,30.6,399.9,348.9,,3393.1,57887.6,,,0.0,,568.9,-635.9,2022.2,,,,,518.1,11019.2,,50.18804,69305.2,203.48473,,,3793.0,10561.4,,58743.8,69305.2,3393.1,,-3179.7,963.1,,203.6711,1.34219,,,-47.5,,265.5,265.5,337.6,385.1,,256.3,72.1,,,233.2,2636.1,,,-38.4,,,409.20000000000005,-1213.3,632.5,360.20000000000005,,27.299999999999997,-12.900000000000002,,479.1,0.9999999999999998,-171.6,265.5,-20.5,-1174.9,-58.0,UNM,US,155.6,,,,,,,,,,,2310.8,1625.5,6448.7,52204.1,-9.2,2155.8,569.0,33.8,2321.664,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,,,2357.3,337.2,,30.6,399.8,348.8,,2914.3,53705.0,,,0.0,,780.3,-612.4,1864.5,47.3,,,,540.7,10812.0,,46.49843,65335.9,203.32515,,,3314.1,9803.1,,55532.8,65335.9,2914.3,,-3179.7,395.3,,203.3557,0.79172,,,-45.7,,161.0,161.0,202.1,247.8,,235.6,41.1,,,239.5,2623.3,,,-39.1,,,-89.4,122.6,219.9,120.6,,28.5,-17.9,,-15.0,1.3,253.1,161.0,-90.2,161.7,-57.8,UNM,US,93.7,,,,,,,,,,,2333.3,1639.6,6384.0,49480.2,14.2,2134.0,585.0,-144.0,2332.8959999999997,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,2348.1,84.1,,30.6,399.7,351.7,,2926.9,55731.9,,,0.0,,256.7,-578.6,1880.5,0.0,,,,534.1,10728.7,,47.3709,67013.4,202.93681,,,3326.6,9965.0,,57048.4,67013.4,2926.9,,-3179.7,615.9,,206.2682,1.46111,,,-46.6,,296.2,296.2,377.4,424.0,,248.1,81.2,,,221.4,2615.1,6.6,,-43.400000000000006,,,-290.1,-187.5999999999999,484.79999999999995,196.20000000000005,,27.5,-17.900000000000006,,-111.59999999999997,-101.69999999999999,7.1,296.19999999999993,-35.10000000000001,-144.19999999999982,-58.89999999999998,UNM,US,95.4,,,,,,,,,,,2324.0,1602.9,6384.7,51489.2,-12.6,2151.6,616.3,13.7,2312.736,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,2342.3,77.0,,30.6,399.7,348.6,,3037.6,55550.9,,,0.0,,224.0,-575.3,1820.6,0.0,,,,568.3,10491.5,,45.01316,66955.7,206.2286,,,3437.3,9631.6,,57324.1,66955.7,3037.6,,-3079.6,422.1,,208.0206,1.34208,,,-46.1,,242.0,242.0,299.4,345.5,,227.7,57.4,,,226.5,2635.3,46.0,,-42.599999999999994,,,-99.2,-198.70000000000005,314.0999999999999,-45.5,,27.699999999999996,-38.5,,94.5,-95.80000000000001,16.200000000000003,242.0,89.89999999999999,-156.10000000000014,-59.400000000000006,UNM,US,64.1,,,,,,,,,,,2307.6,1675.8,6427.5,51778.1,-14.3,2149.4,599.4,-5.4,2291.328,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,2335.6,60.8,,30.6,,350.1,,3341.2,54367.0,,,0.0,,250.2,-529.4,1827.2,0.0,,,,556.1,10308.9,,43.43548,65843.7,209.57519,,,3341.2,9453.1,,56390.6,65843.7,3341.2,,-2979.5,286.9,,211.1126,1.33199,,,-42.6,,281.2,281.2,352.0,394.6,,229.9,70.8,,,223.9,2622.1,0.0,,-36.800000000000004,,,214.8,-642.0,425.9000000000001,243.79999999999995,,27.5,-12.8,,380.9,-98.1,-1.3000000000000043,281.20000000000005,-126.6,-605.1999999999999,-55.2,UNM,US,37.0,,,,,,,,,,,2301.9,1716.4,6491.4,50935.0,-18.7,2187.0,624.9,-7.3,2303.136,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,5906,1138,1885,,6814,1515,1515.0,7,886,,,8425,,843,,0.0,4254,55,-1937,3847,4459,0.0,883,,31823,29722,,46.21527,47747.0,407.70076,11465.0,8732.0,11460.0,18842.0,3675,28905.0,47747.0,10574.0,1138,-15764,,21542,408.0,-0.48946,560,103,-290,-97,-1851.0,-1754.0,-2370.0,-2277.0,197,2,-616,,22102,177,2837.0,2542.0,,-361,88,121,-195.0,-757.0,-49.0,-1257.0,-162,582,-1,-67,354,-147,-1068.0,-1754,2542.0,-396.0,-401,VLO,US,4909,,13,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,10205,8260,2253,-15030.0,6821,2583,2583.0,7,494,,,9178,,733,,0.0,644,208,-1351,3887,5631,0.0,469,44294.0,29264,31974,,53.27006,53864.0,409.29185,18969.0,13160.0,9672.0,21803.0,7013,32061.0,53864.0,9178.0,8260,-15648,,25942,408.0,2.58824,1937,-66,-80,-270,1060.0,1330.0,1656.0,1739.0,-3,7,326,,27879,243,198.0,,,-585,149,-300,-523.0,-811.0,1708.0,-408.0,215,571,-12,72,80,-222,446.0,1330,,-226.0,-369,VLO,US,5103,,14,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,9504,7358,2056,-14649.0,6818,2137,2137.0,7,402,,,9170,,481,,0.0,636,168,-1529,3421,5306,0.0,526,43539.0,28890,31283,,51.37903,51229.0,410.80965,17033.0,12130.0,9572.0,21107.0,6376,30122.0,51229.0,9170.0,7358,-15472,,26147,413.0,1.47215,1102,-17,-130,-30,609.0,639.0,804.0,881.0,53,10,165,,27249,217,221.0,,,-435,76,515,-649.0,-635.0,1429.0,192.0,31,567,-37,-41,67,-307,104.0,639,,-200.0,-372,VLO,US,4920,,11,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,10135,8154,1908,-14326.0,6812,2033,2033.0,7,323,,,9167,,492,,0.0,896,182,-1350,3571,5427,0.0,447,43110.0,28784,31046,,51.48237,52022.0,414.60794,17811.0,12548.0,9490.0,21345.0,6281,30677.0,52022.0,9167.0,8154,-15170,,27884,417.0,1.46283,1049,-74,-64,-36,612.0,648.0,808.0,908.0,-36,2,160,,28933,199,141.0,,,-511,131,-390,-1447.0,-808.0,1517.0,293.0,10,566,-24,-6,-835,-212,-744.0,648,,-297.0,-376,VLO,US,4899,,14,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,198.4,1004.8,429.7,,878.2,667.8,667.8,90.7,3.5,614.7,281.6,,60.4,9.9,58.1,520.0,4.8,798.1,-104.4,438.9,362.5,219.5,,,465.7,993.7,,10.63396,4343.9,90.7,2500.9,1949.7,532.7,1860.8,604.0,2483.1,4343.9,9.2,1224.3,,2.6,457.3,91.4,0.79416,337.2,,20.6,0.1,43.2,43.1,52.8,54.9,-22.7,,9.7,71.0,794.5,175.3,282.3,36.0,9.5,-14.399999999999999,,,-59.900000000000006,-21.1,21.900000000000006,-79.8,-8.7,14.899999999999999,-7.9,5.9,-22.0,-30.0,-53.19999999999999,43.099999999999994,42.900000000000006,-6.7,,VAR,US,75.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,215.3,1079.2,471.2,,870.4,721.9,721.9,90.7,,612.4,290.9,,60.0,10.0,58.1,542.0,3.7,817.9,-98.4,468.9,337.9,244.79999999999995,,,444.4,983.2,,10.40794,4450.7,90.7,2647.0,2046.4,542.0,1847.3,597.4,2603.4,4450.7,0.0,1324.0,,1.4,462.1,91.7,1.07108,366.8,,-2.9,-0.7,88.2,88.9,112.7,110.0,5.6,,23.8,67.1,828.9,177.0,256.79999999999995,12.7,10.2,-22.6,,,103.4,-15.1,112.6,-26.5,,15.0,-4.5,-2.8,132.0,-24.1,198.1,88.9,25.0,7.5,,VAR,US,78.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,248.5,1106.3,459.5,,845.6,531.4,531.4,90.8,,612.2,300.7,,58.2,9.3,74.3,410.0,4.2,766.0,-104.2,364.8,349.4,202.0,,,311.5,934.0,,9.4207,4101.7,90.8,2395.4,1884.0,410.0,1768.3,551.5,2333.4,4101.7,0.0,1308.3,,2.1,494.3,91.9,0.92281,384.6,,12.6,0.3,70.7,67.9,110.4,110.8,-13.0,,42.5,65.2,878.9,181.6,273.8,27.0,21.800000000000004,-14.299999999999997,3.2,128.5,-14.800000000000011,-108.0,117.80000000000001,-30.099999999999994,9.999999999999998,15.099999999999994,0.0,6.2,10.0,-24.799999999999997,1.1999999999999993,70.39999999999998,30.60000000000001,-93.70000000000005,,VAR,US,75.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,226.1,1054.2,433.1,,831.4,520.7,520.7,91.0,1.0,566.9,273.1,,57.5,13.7,101.3,400.0,13.7,749.7,-69.2,321.9,319.9,223.29999999999995,,,307.4,890.7,,9.92967,3967.3,91.0,2341.2,1809.9,401.0,1743.6,529.3,2223.7,3967.3,0.0,1277.5,,-0.3,474.4,91.8,0.92313,351.4,,-0.3,-0.1,29.4,35.9,60.0,53.9,6.4,,24.1,62.1,825.8,153.6,297.5,81.8,5.999999999999998,-18.500000000000004,,,350.9,-489.1,126.5,-7.699999999999989,1.5,12.900000000000002,-0.7999999999999989,-4.3,383.2,-31.5,-16.0,29.5,84.3,-470.6,,VAR,US,78.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1141.309,,337.602,-7237.345,14135.657,2848.115,2848.115,93.256,,1050.137,4.956,14172.279,400.377,83.455,945.096,0.0,,,114.806,5.007,160.678,,,27812.713,20967.276,-3491.696,,26.20285,26617.828,373.072,,,14172.279,10830.643,,15787.185,26617.828,14172.279,,-0.867,-20.513,481.695,375.997,0.69193,530.359,,-127.572,-1.613,473.117,248.505,99.489,230.769,-3.708,,-149.016,,1012.054,42.535,299.59,20.418,,-121.018,,,1911.3,517.181,314.452,-53.335,,248.837,-12.2,-2.776,2216.415,3.389,2740.157,474.73,-355.78,638.199,-296.304,VTR,US,47.533,,236.637,,,,,,,,0,,,241.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1145.7,,362.311,-7088.013,14056.453,106.363,106.363,93.185,,1051.161,5.149,12158.773,341.683,99.56,1047.169,0.0,,,211.734,5.463,178.667,,,28431.875,21729.087,-3669.05,,25.92014,24692.208,372.809,,,12158.773,10719.57,,13972.638,24692.208,12158.773,,-0.132,27.38,480.854,376.573,0.31519,515.15,,-116.54,-1.45,11.443,11.504,12.198,120.423,8.315,,0.694,,996.004,41.627,394.72700000000003,115.19,,-231.01500000000004,410.584,,-254.393,-163.42000000000007,354.2349999999999,-19.072,,348.90999999999985,-11.622999999999998,1.084,51.281000000000006,1.8799999999999955,-62.49400000000001,12.893000000000029,11.503999999999998,67.59500000000003,-295.93100000000004,VTR,US,200.831,,237.91,,,,,,,,0,,,232.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,1194.162,,334.451,-6964.061,14017.03,148.063,148.063,93.164,,1049.985,5.262,12053.184,164.874,170.203,1210.227,0.0,,,157.455,1.531,65.053,,,28507.619,21932.038,-3384.421,,26.41976,24803.553,372.723,,,12053.184,10902.498,,13901.055,24803.553,12053.184,,-0.21,19.48,462.12,376.625,0.35822,521.035,,-113.113,-1.659,85.259,86.882,88.887,204.164,-2.164,,2.005,,983.155,40.53,316.871,50.838,,-157.025,,,629.935,-914.1519999999999,354.32899999999995,-13.426,,234.603,-14.526,0.18800000000000003,854.4950000000001,84.61300000000006,70.30000000000001,86.918,46.233999999999995,-757.1270000000001,-294.64699999999993,VTR,US,147.524,,225.503,,,,,,,,0,,,228.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1137.98,,345.145,-6758.067,13940.117,81.987,81.987,92.852,,1050.47,5.401,10256.092,160.8,56.351,1190.246,0.0,,,160.349,1.216,58.063,,,26619.532,20235.784,-3173.287,,26.88397,22988.911,371.478,,,10256.092,11042.673,,11946.238,22988.911,10256.092,,,22.642,436.416,365.553,0.54881,514.301,,-112.898,-1.369,210.529,192.748,134.996,236.413,11.481,,-57.752,,950.717,43.079,277.888,11.922,,-101.0,,,44.89499999999998,-439.90299999999996,393.09900000000005,20.469,,226.18700000000004,-5.618000000000002,-0.026000000000000023,-458.6120000000001,793.3929999999999,-1.9349999999999996,211.898,-65.455,-338.903,-284.26800000000003,VTR,US,149.454,,222.887,,,,,,,,0,,,206.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,5.338,80.74,,,306.701,1194.573,14592.929,,52.527,,1788.824,,,6.927,0.0,2.703,922.628,-2.358,413.294,250.506,0.0,47.034,,260.518,-15990.895,887.872,-12.63228,1820.126,115.011,1249.648,1018.332,1788.824,-1400.324,,3220.45,1820.126,1788.824,5.338,,,43.608,115.544,1.28418,270.757,,-20.261,,152.479,152.479,191.648,211.933,-0.024,,39.169,18.202,314.365,45.775,58.824000000000005,-5.153,,-10.877999999999998,,10.558000000000002,-154.20299999999997,-253.452,215.312,50.653999999999996,-4.6270000000000095,11.609000000000002,,0.3510000000000001,,-154.20299999999997,-191.99200000000002,152.47900000000004,5.196999999999999,-242.574,,VRSN,US,,0,,,,,,14.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,5.047,87.681,,,498.693,1138.632,14734.618,,52.527,,1788.194,,,6.927,0.0,2.919,857.557,-0.358,419.109,252.503,0.0,38.897,,256.409,-16143.374,639.939,-12.63292,1753.861,115.701,1185.495,955.672,1788.194,-1409.114,,3162.975,1753.861,1788.194,5.047,,,45.573,116.73,2.8623,266.951,,-18.114,,334.116,334.116,190.813,206.264,2.663,,-143.303,17.358,312.524,43.329,60.687000000000005,,,-11.013,,15.914,-267.327,79.084,180.06,-4.574,-170.844,11.232,,-1.316,,-267.327,-9.499,334.116,10.13,90.097,,VRSN,US,,0,,,,,,10.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,1.524,97.091,,14989.658,508.196,1218.059,0.353,,52.527,,1787.565,,,6.927,0.0,16.36,851.837,-2.621,591.378,256.55,1.1109999999999998,41.535,,259.416,-16477.49,709.863,-13.21704,1854.009,116.715,1278.589,965.166,1787.565,-1490.1,,3344.109,1854.009,1787.565,2.635,,,46.454,117.642,1.25525,264.089,,-17.161,,148.325,148.325,184.977,199.383,2.755,,36.652,15.101,310.543,50.422,64.70599999999999,-0.817,,-8.818000000000001,,14.777000000000001,-199.97000000000003,405.022,193.59800000000007,7.558,17.103999999999996,12.003,-0.872,0.272,0.0,-199.09800000000007,398.922,148.325,8.608000000000004,413.84000000000003,,VRSN,US,,0,,,,,,16.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,4.142,107.166,,15175.962,109.288,1230.011,0.353,,52.527,,1786.935,,,5.673,0.0,16.205,847.222,-2.419,590.836,269.837,3.989,43.799,,260.547,-16625.815,1120.723,-12.7815,1886.73,117.705,1298.146,960.878,1786.935,-1451.919,,3338.649,1886.73,1786.935,8.131,,,44.443,118.569,1.29809,263.978,,-16.176,,153.913,153.913,193.481,205.616,4.041,,39.568,14.619,308.421,43.743,58.36200000000001,0.0,,-11.309000000000001,,12.983000000000004,-194.05399999999997,-655.889,208.11899999999997,23.078000000000003,10.425,11.442999999999998,,-0.45099999999999996,0.0,-194.05399999999997,-642.2750000000001,153.913,9.259999999999998,-644.5799999999999,,VRSN,US,,0,,,,,,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,5.257,96.158,,15356.935,751.58,1224.942,0.353,,52.527,,1786.306,,,5.673,0.0,16.421,826.882,-2.727,594.078,276.357,4.656000000000001,44.106,,259.959,-16779.728,473.362,-12.46494,1889.898,118.548,1295.382,934.681,1786.306,-1425.167,,3315.065,1889.898,1786.306,9.913,,,44.066,119.361,1.23603,262.223,,-15.407,,147.534,147.534,190.494,201.693,4.208,,42.96,14.953,306.289,45.577,60.53,0.0,,-11.056000000000001,,48.028999999999996,-180.23,-12.628999999999962,164.845,-15.132000000000001,8.781,11.291,,-0.01200000000000001,0.0,-180.23,-28.025999999999954,147.534,12.371,-1.573000000000036,,VRSN,US,,0,,,,,,11.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,523.3,38.7,,2404.6,204.4,204.4,0.1,444.0,3742.6,1306.6,2648.6,,,,0.0,19.7,799.6,-658.7,247.7,307.0,0.0,66.6,,757.9,4353.4,,-18.26913,6928.1,162.49813,814.0,1597.9,3096.4,2080.5,,4847.6,6928.1,2652.4,523.3,-4018.9,,257.7,165.72412,1.02411,432.1,,-35.6,,171.7,171.7,216.7,252.3,,-19.4,45.0,,689.8,114.6,179.8,-2.5,41.0,-52.9,22.6,4.1,-255.4,-87.5,362.9,101.4,-0.1,46.1,-1.9,-0.2,-55.0,-154.6,19.8,171.7,2.8,-34.6,-43.9,VRSK,US,349.6,,87.1,,,,,315.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,441.6,40.6,,2369.1,184.6,184.6,0.1,499.4,3864.3,1398.9,2648.3,,,,0.0,31.9,576.8,-486.9,295.0,280.4,25.899999999999977,60.9,,766.7,4228.4,,-18.40139,7055.2,163.16156,744.9,1491.8,3151.0,2260.8,,4794.4,7055.2,2651.6,467.5,-3849.9,,259.8,166.21862,0.76853,417.0,,-28.3,,132.2,132.2,172.1,200.4,,6.2,39.9,,676.8,130.6,216.59999999999997,-5.8,37.900000000000006,-64.0,42.80000000000001,40.900000000000006,345.7,-653.4,176.10000000000002,-48.69999999999999,-1.9000000000000021,47.69999999999999,-5.099999999999998,4.3999999999999995,485.0,-93.4,-127.20000000000002,132.2,8.899999999999999,-589.4,-40.8,VRSK,US,356.0,,85.6,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,405.5,39.4,,2357.3,311.8,311.8,0.1,24.9,3367.0,1141.2,2647.6,,,,0.0,18.5,546.5,-678.4,261.2,141.3,23.30000000000001,71.9,,808.6,4136.6,,-14.93723,6289.1,163.65153,831.0,973.6,2693.3,2063.7,,4225.4,6289.1,2668.4,428.8,-3751.9,,242.9,166.77962,0.3423,409.8,,-36.8,,32.9,32.9,38.9,75.7,,,6.0,,652.7,226.4,334.1,28.6,33.19999999999999,-60.70000000000002,16.499999999999993,37.50000000000001,51.39999999999998,-106.4,213.5,110.7,-27.4,45.8,-8.100000000000001,0.0,161.8,-61.499999999999986,158.5,32.89999999999998,18.299999999999997,-45.7,-40.8,VRSK,US,322.2,,79.1,,,,,362.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
