period,accountsPayable,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsReceivableTradeNet,accumulatedDepreciationTotal,cashEquivalents,cashandShortTermInvestments,currentPortofLTDebtCapitalLeases,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,totalCurrentAssets,totalCurrentLiabilities,totalInventory,totalReceivablesNet,costofRevenueTotal,depreciationAmortization,gainLossonSaleofAssets,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,cash,shortTermInvestments,treasuryStockCommon,insuranceReceivables,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,totalPremiumsEarned,cashPayments,cashReceipts,researchDevelopment,minorityInterest,payableAccrued,amortization,deferredTaxes,deferredPolicyAcquisitionCosts,realizedUnrealizedGainsLosses,otherBearingLiabilitiesTotal,totalPreferredSharesOutstanding,fuelExpense,eSOPDebtGuarantee,equityInAffiliates
2019-09-30,1264,,,,1629.0,,,,2368.0,3361,55,358,,,693,,,1102,316,4679.0,1577.0,0.25216,10734.0,3109.18386,4165.0,,3152.0,7582.0,10734.0,3361.0,,,3109.18386,0.0267,,,13,84.0,70.0,101.0,,,,,31.0,,,-142,6,124,436.0,-150.0,176.0,-61.0,94,-10,,460,,462.0,71.0,41.0,-8.0,-14,A2A.MI,MI,1664.0,,1015.0,1024.0,804.0,,0.0,352,60.0,,,3316.0,2761.0,216,1724.0,1144,179,,,,-24,125.0,,56,1616.0,165.0,400.0,0.0,,9,-54,,,,,,53,,,,,,,31,,,,,,,,
2019-06-30,1263,43.0,,,1629.0,,,446.0,1888.0,2802,52,393,,,874,,-12.0,1124,355,4718.0,1494.0,0.23254,10442.0,3109.18386,3688.0,,3057.0,7385.0,10442.0,2936.0,,,3109.18386,0.05339,,,-9,166.0,175.0,262.0,,,,,87.0,,,-143,4,0,-318.0,-146.0,413.0,227.0,93,-23,,-77,,-51.0,61.0,2.0,-3.0,-218,A2A.MI,MI,1678.0,,553.0,562.0,752.0,,0.0,401,139.0,21.0,,2983.0,2932.0,182,1817.0,2664,245,,,-4.0,-65,327.0,,100,3610.0,379.0,720.0,0.0,,9,-54,,,,,,101,,,,,,,30,,,,,,,,
2020-03-31,189.582,0.636,202.712,,4.528,,100.222,1221.875,366.472,830.817,2.337,0.95,,,285.082,,-98.135,233.415,155.359,609.83,584.516,-4.07718,2948.553,226.38862,1473.347,,665.319,2283.234,2948.553,1159.781,,,223.16229,0.02474,,,0.072,5.143,5.071,7.499,,,,,2.428,,,-17.803,,3.487,107.497,-55.832,81.374,14.099,35.161,-4.909,-2.052,112.406,,130.987,5.071,9.411,-38.029,,AMP.MI,MI,157.889,-475.918,272.132,272.309,313.566,7.065,0.0,2.732,81.81199999999998,,1085.748,585.615,788.866,70.873,239.701,299.902,49.98,,63.574,,-6.642,14.496,-0.355,-1.281,363.476,,49.07800000000003,0.379,,0.177,-28.302,,,,,,,,,,,,,15.204,2.428,,,,,,,
2019-12-31,177.39,8.361,202.712,,4.528,,102.111,1215.511,367.508,750.719,2.314,1.084,,,290.981,,-64.202,237.089,157.096,615.008,581.124,-3.92241,2851.338,226.38862,1339.291,,695.031,2156.307,2851.338,1093.759,,,222.9588,0.16686,,,0.172,47.003,46.831,63.882,,,,,17.051,,,-30.479,,17.15,-68.55199999999999,-49.81699999999999,132.002,6.3940000000000055,36.900000000000006,6.199999999999999,-1.107,-74.671,-0.08100000000000002,12.525999999999996,46.831,6.491999999999997,-19.338,0.0,AMP.MI,MI,209.605,-358.56,138.371,138.611,245.532,7.339,0.0,2.201,71.55300000000003,,973.568,486.562,722.264,64.592,281.158,377.438,53.27,,129.884,,-15.654,71.09,8.446,-0.289,507.322,,58.79400000000004,5.813,,0.24,-29.131,,,,,,,,,,,,,18.333999999999996,17.051000000000002,,,,,,,
2019-09-30,167.558,0.486,202.712,,4.528,,100.211,1205.795,362.069,803.576,2.224,1.251,,,283.533,,-62.629,237.412,158.196,625.229,521.709,-4.11848,2830.233,226.38862,1404.296,,635.486,2194.747,2830.233,1158.714,,,226.67247,0.16179,,,-0.035,7.171,7.206,9.57,,,,,2.364,,,-17.581000000000003,,12.797999999999998,-16.816000000000003,-36.67400000000001,48.22200000000001,-29.863000000000007,32.544,-4.886,1.3659999999999999,-11.915,-0.015,-3.901999999999994,7.205999999999996,21.507,-19.092999999999996,0.0,AMP.MI,MI,185.276,-354.687,125.245,125.505,245.582,6.874,0.0,2.633,84.476,,979.916,469.846,697.159,71.956,269.752,316.922,46.657,,75.784,,-3.817,16.47,-3.083,-0.261,392.706,,59.313999999999965,12.918,,0.26,-30.834,,,,,,,,,,,,,14.464000000000002,2.3640000000000008,,,,,,,
2019-06-30,174.099,0.525,202.712,,4.528,,98.966,1183.529,360.38,810.138,2.273,1.129,,,279.98,,-64.186,229.028,147.543,629.547,517.211,-4.06156,2800.673,226.38862,1392.529,,624.417,2176.256,2800.673,1169.025,,,230.05923,0.20947,,,-0.006,36.744,36.75,50.395,,,,,13.645,,,-24.069999999999997,,10.64,-10.255,-36.881,84.27799999999999,-24.113,32.095,0.279,-0.56,20.442999999999998,-0.038,36.581999999999994,36.75,11.382,-12.811,-30.939,AMP.MI,MI,188.333,-344.987,128.799,128.872,223.504,6.518,0.0,,86.333,,974.534,470.883,678.108,67.345,274.666,332.96,46.054,,107.102,,-3.185,56.629,-3.049,-0.521,440.062,,50.47300000000001,4.94,,0.073,-35.848,,,,,,,,,,,,,14.519000000000002,13.645,,,,,,,
2020-06-30,1465,1145,,,1576.0,,2972,7538,2139.0,14115,440689,1475,,14740.0,7158,,-343,24242,2666,4114.0,19952.0,10.48962,516684.0,1569.74292,14115.0,,26143.0,490541.0,516684.0,14115.0,,5038,1599.59358,1.04401,,,-135,774.0,1092.0,1775.0,,,,,683.0,,,-93,,174,-1584.0,-9043.0,11444.0,3544.0,,-751,-24,23,-73.0,793.0,1775.0,6125.0,-8950.0,-783,G.MI,MI,,,767.0,,,27203,0.0,,,,,,,,,,278,,,,-840,2615.0,,1172,,6095,32152.0,1076,6880,,-80,7847.0,437969.0,,23531.0,5203.0,,33084.479999999996,,,,,,,,2101.0,-4899.0,,,,,
2019-12-31,1480,1534,,,1570.0,,3174,7180,2221.0,14180,440164,1491,,14217.0,5239,,-29,24524,2478,4183.0,20608.0,12.07992,514574.0,1569.46427,14180.0,,28360.0,486214.0,514574.0,14180.0,,6218,1591.9727,0.85,,,-138,881.0,1019.0,1477.0,,,,,458.0,0.0,,-564,,1190,-1034.0,-7005.0,8821.0,11215.0,,-455,16,-579,,798.0,1477.0,-3871.0,-6441.0,0,G.MI,MI,,,709.0,,0.0,27759,0.0,,,,,,,,,,331,,,,-847,2324.0,,1398,,6212,43277.0,678,6165,,-7,7377.0,434592.0,,34658.0,5387.0,,34013.76,,,,,,,,2121.0,4783.0,,,,,
2019-06-30,1498,1152,,,1570.0,,3007,7170,2245.0,14606,423659,1197,,15885.0,6162,,-105,24957,2460,4123.0,19908.0,11.24329,501427.0,1569.29176,14606.0,,27059.0,474368.0,501427.0,14606.0,,5693,1591.86497,1.00798,,,-131,1790.0,1446.0,2110.0,,,,,664.0,-1.0,,-11,,44,-2660.0,-9470.0,11518.0,15492.0,,-1047,11,-200,,-601.0,2110.0,-6084.0,-9459.0,-1413,G.MI,MI,,,720.0,,,29235,0.0,,,,,,,,,,242,,,,-747,2857.0,,1200,,5989,44489.0,424,5347,,-7,8438.0,421789.0,,36634.0,5496.0,,33900.479999999996,,,,,,,,2145.0,6537.0,,,,,
2020-03-31,2014.0,,,,,,6087.0,,57470.0,47173.0,7469.0,6825.0,,,5020.0,,6356.0,5318.0,2309.0,789.0,,-62.48569,82085.0,818.0113,50465.0,,6356.0,75729.0,82085.0,47173.0,,,818.0113,-0.01302,,,19.0,-10.0,-29.0,-25.0,,,,,4.0,,,-361.0,,,3313.0,-435.0,1299.0,509.0,903.0,-4.0,-79.0,3328.0,,4098.0,-29.0,17.0,-74.0,-11.0,ATL.MI,MI,,,1284.0,10597.0,2877.0,,415.0,3046.0,,,,14048.0,10326.0,,405.0,92.0,903.0,,2333.0,,11.0,359.0,-395.0,-7.0,2425.0,1079.0,1974.0,-1.0,8049.0,1264.0,,,,,,,,,,,,,,,-101.0,,,,,,,
2019-12-31,2243.0,545.0,,,826.0,,6280.0,12426.0,47046.0,41832.0,8202.0,7495.0,,,4753.0,,-1036.0,7519.0,2435.0,819.0,7784.0,-63.64704,81618.0,818.0113,45375.0,,7408.0,74210.0,81618.0,41832.0,,,817.99475,-0.74469,,,148.993,-640.82,-792.74,-1140.268,,,,,-347.528,,,-574.0,1425.0,1194.0,-709.0,543.0,910.0,-85.0,2066.0,-475.0,-6.0,-671.0,,738.0,-1570.0,1424.0,1117.0,437.0,ATL.MI,MI,2302.0,,1060.0,6540.0,3122.0,,421.0,569.0,1151.0,,,10690.0,11084.0,128.0,3453.0,216.743,2681.773,,6343.379,,-427.96,-583.701,-128.607,1499.323,6560.122,2692.763,6927.08,53.221,4172.0,1308.0,-166.0,,,,,,,,,,,,,,-925.0,,,,,,,
2019-09-30,2068.0,,,,,,3089.0,,56842.0,43923.0,7986.0,7479.0,,,4183.0,,8376.0,5552.0,1786.0,817.0,,-59.25196,79019.0,817.9645,48272.0,,8376.0,70643.0,79019.0,43923.0,,,817.9645,0.66067,,,-245.007,535.18,785.26,1136.732,,,,,351.472,,,-405.03200000000004,,,-249.4319999999998,-419.7059999999999,1469.906,55.435,615.7729999999999,-3.305000000000007,-33.863,-40.688999999999965,,766.905,780.1869999999999,13.808999999999997,-14.673999999999978,-205.438,ATL.MI,MI,,,650.0,5906.0,3941.0,,408.0,4719.0,,,,11588.0,10600.0,,963.0,85.743,615.773,,3340.379,,100.766,1516.299,-480.333,-23.677,3426.122,1231.763,1824.0800000000002,0.221,3800.0,1456.0,,,,,,,,,,,,,,,4.702000000000002,,,,,,,
2019-06-30,2232.868,426.137,,,825.784,,3215.799,21380.983,35984.666,40603.317,7837.818,7604.001,,,4403.98,,-986.64,7732.864,2094.648,812.078,8429.117,-60.22784,78972.302,817.9645,45255.238,,8101.415,70870.887,78972.302,40603.317,,,817.97721,0.99921,,,-369.993,776.82,1156.74,1611.268,,,,,454.528,,,-479.96799999999996,843.367,213.166,-5021.568,-513.2940000000001,1273.094,-260.435,250.2270000000001,-451.695,-12.137,-3725.311,,-4273.905,917.8130000000001,281.19100000000003,-33.32600000000002,-844.562,ATL.MI,MI,2599.734,,694.275,5112.55,4216.983,,434.938,2098.586,938.6150000000002,,,10862.109,11714.906,112.624,3538.349,319.257,1225.227,,5735.621,,-645.04,2244.873,11.435,-265.086,6054.878,2488.0,3490.748,42.607,2979.096,1439.179,-166.846,,,,,,,,,,,,,,84.298,,,,,,,
2020-06-30,,,173.987,,32.324,,60.113,537.263,97.998,963.229,6735.157,17.986,,381.716,8.308,,36.0,6123.608,22.641,47.547,493.645,0.1522,7829.955,140.93505,963.229,,656.711,7173.244,7829.955,963.229,,-10.955,140.93505,1.01483,,,-5.605,143.026,148.631,167.29,,,,,18.659,-0.001,,-5.7170000000000005,,,-187.805,-8.773,1.2780000000000058,-97.44800000000001,6.398000000000001,4.471,,,0.0,-195.3,94.512,-2.1839999999999993,-3.056,-192.276,AZM.MI,MI,,,0.019,0.019,,7.614,,,,,,,,,,153.065,12.974,,310.831,,0.045,167.244,0.001,6.266,463.896,124.347,143.587,,,,-68.29,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,173.987,,32.324,,65.068,535.223,97.592,953.199,6504.4,10.311,,355.957,10.629,,36.0,5780.831,27.84,47.663,594.952,0.90321,7577.717,138.2443,953.199,,757.679,6820.038,7577.717,953.199,,-11.294,140.93505,0.34422,,,-3.47,48.513,51.983,56.741,,,,,4.758,,,-3.955,,,-52.054,-3.955,88.402,18.271,6.576,-7.477,,,-44.577,32.393,48.513,15.042,0.0,0.0,AZM.MI,MI,,,0.016,0.016,,9.026,0.0,,,,,,,,,80.243,6.576,,131.286,,,56.741,,3.166,211.529,64.803,74.54500000000002,,,,-68.29,,,,,,,,,,,,,,,,,,,,,
2019-12-31,184.96,89.765,173.987,,32.324,,63.982,535.223,99.119,846.701,7160.857,23.842,,-0.001,89.544,,36.0,6201.403,24.367,48.757,531.722,0.80425,8253.66,140.93505,852.475,,747.689,7505.971,8253.66,846.701,,-2.631,140.93505,1.51901,,,-9.096,198.986,209.774,258.932,,,,,49.158,,,-11.063999999999993,,,-23.738,5.966999999999999,497.981,384.404,6.312999999999999,-23.738,,,0.0,480.21000000000004,123.46200000000002,-16.198000000000008,17.031,0.0,AZM.MI,MI,,-46.151,0.019,0.019,5.774,11.711,0.0,,,72.864,94.908,,,,300.744,151.335,13.341,,419.245,,-0.197,259.129,,-0.521,570.58,130.752,160.116,16.544,,,-23.713,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,173.987,,32.324,,66.854,552.112,89.435,604.918,6556.828,15.229,,357.829,6.141,,36.0,6327.242,53.215,53.69,440.21,0.10665,7676.962,140.93505,604.918,,656.578,7020.384,7676.962,604.918,,-2.23,140.93505,0.53588,,,-3.455,75.524,78.979,83.999,,,,,5.02,,,-8.997,,,-3.1410000000000196,-12.775000000000006,45.995000000000005,17.313000000000002,7.028000000000002,-3.141,,,0.0,30.079000000000008,75.524,-53.86999999999999,-3.7780000000000022,0.0,AZM.MI,MI,,,0.033,0.033,,13.82,0.0,,,,,,,,,88.826,7.028,,151.092,,-0.045,84.044,,3.413,239.918,56.607,67.048,,,,-23.713,,,,,,,,,,,,,,,,,,,,,
2019-12-31,21.26,47.943,57.729,,116.852,,11.928,86.919,47.216,0.0,2998.864,0.026,,119.738,1.69,,50.0,261.101,47.495,164.219,726.604,6.79043,11765.576,115.38406,10503.986,,917.642,10847.934,11765.576,0.0,,3.813,114.956,1.2348,,,0.017,139.339,139.322,164.038,,,,,24.716,,,-11.934000000000001,,,33.252999999999986,-40.643,43.49200000000002,230.368,16.162999999999997,,,,33.246,36.101999999999975,139.322,-342.36100000000005,-28.709,0.007000000000005002,BGN.MI,MI,,,,621.06,158.064,7518.209,10345.922,,,161.856,,,,,,193.436,17.502,,311.669,,-1.782,168.98,-3.16,-21.351,505.105,143.467,142.689,3.071,621.06,,-37.356,,,,,,,,,,,,,,,,,,,,,
2019-06-30,18.022,58.165,57.591,,116.852,,6.236,66.065,24.789,44.115,2706.038,,,178.864,21.59,,,256.727,43.939,141.514,582.646,5.55012,10862.897,116.00832,9767.443,,734.714,10128.183,10862.897,44.115,,-1.698,116.482,1.13566,,,,132.8,132.8,161.276,,,,,28.476,,,-5.531,,,-145.938,-5.531,-372.124,-45.775,13.792,,,,-1.031,-523.593,132.8,-472.941,,-144.907,BGN.MI,MI,,,,757.446,,6781.081,9723.328,,,163.161,,,,,,184.439,14.84,,279.658,,-0.085,163.792,-2.431,-14.78,464.097,116.433,115.86600000000001,-0.627,757.446,,-20.677,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,3.002,,600.234,,45.076,132.925,70.526,68.213,26476.394,,,574.997,143.517,,,26742.841,111.261,268.873,1734.94,2.91612,53437.634,733.73496,24163.087,,2343.113,51094.521,53437.634,68.213,,52.745,735.73891,0.53564,,,,394.09,394.09,524.515,,,,,130.425,,,-11.324000000000002,,,-153.32399999999998,4.616,209.783,1009.7719999999999,33.938,0.5,,,0.22100000000000009,61.074999999999996,394.09000000000003,-1228.0169999999998,15.94,-154.045,BMED.MI,MI,,,169.957,169.957,,25632.701,24094.874,,,,,,,,,337.872,33.938,,2852.982,,-80.023,2514.021,-1909.483,31.361,3190.854,273.697,338.96099999999996,,,,-47.808,,,,,,,,,,-0.035,,,,,,,,,,,
2019-06-30,,,2.502,,600.185,,31.263,132.925,67.871,77.99,26281.646,,,508.921,50.645,,,24431.537,110.196,269.479,1486.947,2.59315,53908.64,733.22333,27293.043,,2102.152,51806.488,53908.64,77.99,,60.498,738.5431,0.232,,,,171.342,171.342,214.472,,,,,43.13,,,-23.889,,,-140.943,-20.989,153.477,6494.265,27.701,0.0,,,5.702,-8.455,171.342,-6539.831,2.9,-146.645,BMED.MI,MI,,,108.882,108.882,,26428.72,27215.053,,,,,,,,,298.605,27.701,,2908.522,,6.258,2592.424,-2384.21,20.05,3207.127,266.777,316.09799999999996,,,,-47.98,,,,,,,,,,1.57,,,,,,,,,,,
2019-12-31,,,,6419.0126,7100.0,,610.034,76.2,1193.16,15710.712,1386.079,26.076,122312.599,2266.694,9.235,24343.96978,298.112,16197.891,4590.873,3624.312,4309.576,7.00726,167038.201,1511.52433,26180.066,112153.893,11861.006,155177.195,167038.201,16443.248,9736.818,164.836,1511.48659,0.13451,1239.572,354.872,11.093,203.868,192.775,210.77,623.082,977.954,-1648.044,1235.732,17.995,,261.618,-120.49199999999999,,,-14.33499999999998,-50.14600000000001,182.59500000000003,182.59500000000003,,-14.33499999999998,,,,118.11399999999999,,,70.346,0.0,BAMI.MI,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.518,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,3272.9438,7100.0,,476.729,76.389,1184.895,13905.622,1320.167,41.026,122245.509,3211.932,6.295,26498.248140000003,298.112,14451.072,6062.019,3525.869,4108.46,6.62274,167818.779,1511.24912,30662.239,110911.526,11269.892,156548.887,167818.779,14687.16,15975.079,-224.295,1511.19186,0.39115,1274.352,369.869,4.471,593.133,588.662,635.343,650.129,1019.998,-1668.97,1654.184,46.681,,254.354,-51.893,,,294.859,-46.891,-375.357,-375.357,,294.923,,,,-127.389,,,5.002,-0.064,BAMI.MI,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.385,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1295.668,58.724,1002.722,3894.9484,1561.884,,70.332,434.758,235.089,5834.889,225.869,131.662,60474.867,1247.009,5.405,8996.07352,150.0,3243.437,1655.409,1368.696,2414.788,8.63183,79033.498,520.17249,8448.435,60619.95,5159.885,73873.613,79033.498,6141.798,2306.637,37.75,539.54705,-0.2539,362.123,139.526,0.199,-143.342,-143.541,-141.04,162.92,302.446,-666.885,362.925,2.501,,59.677,-136.232,,,180.0,-354.48400000000004,346.06100000000004,55.53400000000002,116.52399999999999,180,-0.178,,,171.399,279.091,-105.088,-218.252,0.0,BPE.MI,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.259,,,,,,,,,,,,,,,,,,,,,
2019-06-30,876.705,87.171,930.073,1677.1712999999997,1443.925,,59.147,264.74,167.182,5563.206,453.046,505.929,52460.485,1254.151,6.527,12413.21439,,2767.947,1415.242,1261.8,2061.925,8.34324,71582.668,480.85298,9934.123,52901.324,4443.795,67138.873,71582.668,5788.981,4145.142,15.13,480.85298,0.11015,330.559,74.551,-5.694,52.521,58.215,57.228,197.737,272.288,-397.554,257.045,-0.987,,58.271,-25.8,,,-74.489,-21.515,31.806,-186.859,68.552,0,-0.059,,,-64.257,100.492,49.621,4.285,-74.489,BPE.MI,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.258,,,,,,,,,,,,,,,,,,,,,
2019-12-31,235.365,73.259,458.696,,123.637,,366.442,619.002,70.814,1235.628,550.92,5.703,,,135.579,,-334.483,540.393,78.968,3249.244,3349.355,14.53806,6402.564,206.03181,1360.705,,3685.118,2717.446,6402.564,1310.293,,88.286,206.08179,1.23223,,,-0.162,251.056,251.218,311.179,,,,,59.961,,,-130.825,12.386,56.77300000000001,-73.482,-154.694,426.987,-28.5,136.916,-1.4769999999999999,4.31,-72.005,0.0,203.121,311.17900000000003,7.3919999999999995,-23.869,0.0,BZU.MI,MI,414.468,-5436.523,573.002,837.403,48.941,21.932,1.471,,57.355999999999995,14.183,8685.767,1811.684,494.615,488.274,471.824,594.415,132.844,,1108.305,,19.353,302.59,-10.764,-7.801,1702.72,677.854,805.7150000000001,2.818,264.401,,-0.373,,,,,,,,,,,,,,,,,,,,,
2019-06-30,240.092,65.058,458.696,,123.637,,336.189,580.859,42.516,971.041,535.685,5.92,,,157.016,,-389.269,504.433,50.022,3184.205,3121.574,13.47693,6085.65,205.29982,1386.755,,3390.187,2695.463,6085.65,1043.095,,88.287,203.58851,0.66716,,,-0.077,134.615,134.692,170.777,,,,,36.085,,,-126.259,19.312,27.502,107.871,-65.007,148.435,-128.074,122.95,-0.475,2.484,134.905,,193.783,170.777,-17.218,61.252,-26.559,BZU.MI,MI,501.36,-5311.948,453.971,634.282,243.359,22.872,100.301,,74.418,17.016,8496.153,1669.491,805.826,442.415,575.778,596.009,123.216,,922.714,,17.939,165.648,-12.81,-9.075,1518.723,641.388,757.066,1.537,180.311,0.0,-12.738,,,,,,,,,,,,,,,,,,,,,
2020-06-30,233.8,13.3,,,58.1,,388.5,1419.8,1050.0,759.3,26.1,0.6,,,199.2,,-174.9,254.6,60.4,572.8,2331.7,-0.22444,4990.0,1135.72928,1685.1,,2214.9,2775.1,4990.0,838.8,,,1216.66667,0.07374,,,0.2,73.0,72.8,101.0,,,,,28.2,0.0,,-28.3,9.6,80.0,187.4,-123.6,28.4,-133.5,39.4,-4.7,-9.5,351.0,-96.0,82.7,103.0,19.5,-95.3,-62.9,CPR.MI,MI,282.2,-485.2,277.4,795.7,596.9,18.9,249.4,0.9,67.30000000000001,,1058.0,1842.0,1292.6,695.9,349.5,315.8,17.4,,452.9,,-17.8,102.6,16.2,4.6,768.7,305.1,350.3,23.2,509.7,8.6,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,242.1,8.7,,,58.1,,384.5,1387.3,1085.3,598.7,2.2,1.9,,,276.8,,-47.3,230.8,47.1,580.8,2373.5,-0.07692,4836.2,1147.8958,1307.1,,2384.3,2451.9,4836.2,680.8,,,1172.26822,0.16495,,,0.0,185.6,185.6,200.9,,,,,15.3,,,-65.8,23.1,36.199999999999996,-339.9,20.3,257.2,10.299999999999997,37.0,-41.0,-2.0,-258.7,-40.199999999999996,-64.4,214.60000000000002,-4.700000000000001,86.1,0.0,CPR.MI,MI,316.8,-463.3,199.0,712.5,595.4,21.1,30.9,0.2,63.39999999999998,,1044.2,1712.4,1153.9,619.5,380.2,399.0,15.1,,595.3,,-15.4,214.6,1.7,4.6,994.3,352.6,380.70000000000005,8.4,505.4,8.1,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,195.4,20.0,,,58.1,,374.8,1333.1,1058.3,1228.7,121.8,0.0,,,223.9,,-109.3,270.6,52.5,524.8,2289.7,-0.13276,4866.6,1151.7365,1543.4,,2238.5,2628.1,4866.6,1305.0,,,1228.0,0.10442,,,0.0,122.8,122.8,153.7,,,,,30.9,,,-26.2,8.0,9.1,66.7,-16.0,105.8,-88.3,34.8,-13.3,-1.6,144.4,-7.1,154.9,171.7,-12.4,10.2,-57.3,CPR.MI,MI,284.1,-407.4,280.9,772.5,233.8,27.2,4.6,1.7,62.0,,932.0,1748.9,677.7,628.6,346.1,322.3,14.2,,525.9,,-14.4,171.7,-3.6,1.9,848.2,331.3,354.2,6.8,487.9,3.7,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,4544,,,,,,213,,4689.0,24959,2298,54,,,4818,,7500,4702,963,6704.0,,2.08196,46790.0,1350.16825,24959.0,,7500.0,39290.0,46790.0,24959.0,,,1355.05618,-0.61034,,,-11,-1206.0,-1195.0,-1276.0,,,,,-81.0,,,-146,,,494.0,72.0,509.0,395.0,286,399,89,97,0.0,1164.0,-1195.0,1201.0,218.0,-2,CNHI.MI,MI,472,,5868.0,6038.0,,,,1139,17619.0,,,32136.0,9362.0,6868,18091,5393,,,169,0.0,-63,-1213.0,,61,5562.0,431,1382.0,583,,170,,,,,,,,,,,307.0,,,,-178,,,,387.95117,,,
2020-03-31,4908,546.0,3238.0,,25.0,,260,2525.0,2870.0,23638,683,47,,,4032,,-2668,4597,810,7151.0,6829.0,1.38649,45711.0,1350.16825,24054.0,,7267.0,38444.0,45711.0,23936.0,,-3.0,1350.0,-0.07907,,,-11,-110.0,-99.0,-134.0,,,,,-35.0,,,-142,,,-234.0,662.0,-1232.0,-1134.0,295,-408,-265,175,,-1069.0,-99.0,-253.0,804.0,-1,CNHI.MI,MI,343,,3850.0,4071.0,118.0,,0.0,854,18851.0,148.0,,31672.0,9604.0,7405,19194,4729,109.0,,721,,-54,-80.0,,46,5450.0,502,801.0,5,,221,-154.0,,,,,,,,,,139.0,,,,-41,,,,387.95117,,,
2019-12-31,5635,,3240.0,,25.0,,274,2548.0,2974.0,24964,707,44,,,5089,,-2222,4908,844,7626.0,6935.0,1.70131,49182.0,1350.13212,25413.0,,7819.0,41363.0,49182.0,25413.0,,-5.0,1351.0,0.17456,,,-7,156.0,163.0,196.0,,,,,33.0,,,-447,,,527.0,-1214.0,2197.0,1645.0,318,962,98,-420,-12.0,1608.0,163.0,36.0,-767.0,-3,CNHI.MI,MI,408,,4875.0,4948.0,,,0.0,898,21023.0,141.0,,34483.0,10724.0,7065,21431,6448,112.0,,1269,0.0,-126,322.0,,28,7717.0,566,947.0,96,,73,-154.0,,,,,,,,,,145.0,,,,35,,,,387.95117,,,
2019-09-30,5167,,3279.0,,25.0,,241,2463.0,2867.0,24006,717,41,,,4889,,-2105,4819,805,7436.0,6728.0,1.81377,47340.0,1351.33263,24402.0,,7781.0,39559.0,47340.0,24402.0,,-4.0,1352.0,0.13093,,,-6,83.0,89.0,142.0,,,,,53.0,,,-238,,,158.0,500.0,-680.0,-1080.0,301,-140,-159,300,0.0,-181.0,89.0,4.0,738.0,-2,CNHI.MI,MI,417,,3384.0,3519.0,,,0.0,781,20025.0,189.0,,33052.0,10056.0,8121,20442,5132,106.0,,1164,0.0,-99,241.0,,1,6296.0,519,923.0,150,,135,-142.0,,,,,,,,,,147.0,,,,6,,,,387.95153,,,
